Financial Wellness Survey Export -- Platform v2 -- Generated 2022
respondent_id,year,age,province,income,savings_pct,benefit_retirement,benefit_health,benefit_wages,benefit_timeoff,benefit_worklife,twoweek_pay_delay_impact,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2022-0742,2022,18-30,british columbia,"30,000",3.7,NA,NA,NA,NA,NA,Very difficult,no,Neither,Stressed
2022-0743,2022,30-40,ON,NA,24.1,No,No,N,No,Yes,Very manageable,Yes,Manageable,Coping
2022-0744,2022,50-65,Newfoundland and Labrador,"139,000",24.4,No,Yes,No,No,No,Somewhat difficult,No,Neither,Comfortable
2022-0745,2022,40-50,British Columbia,200500,5.2,NA,NA,NA,NA,NA,Somewhat difficult,Yes,Difficult,Coping
2022-0746,2022,30-40,Ontario,128000,23.2,No,No,Yes,No,No,Somewhat manageable,No,Neither,Coping
2022-0747,2022,40-50,Ontario,148K,8.4,No,Y,No,No,No,Somewhat difficult,No,Very manageable,Coping
2022-0748,2022,40-50,Quebec,NA,6.1,No,No,N,No,Yes,Somewhat difficult,yes,Difficult,Stressed
2022-0749,2022,40-50,Ontario,"108,700",24.3,No,No,No,Yes,No,Very manageable,Yes,Difficult,Comfortable
2022-0750,2022,30-40,Alberta,100800,0.0,No,No,N,No,Yes,Neither,No,Manageable,Stressed
2022-0751,2022,50-65,Quebec,84K,4.8,Yes,N,No,No,no,Difficult,N,NA,Stressed
2022-0752,2022,50-65,Ontario,92700,3.1,Yes,N,No,No,No,Difficult,No,Difficult,Stressed
2022-0753,2022,40-50,Ontario,"144,700",12.2,Y,No,No,No,No,Difficult,No,Manageable,Coping
2022-0754,2022,18-30,Ontario,"129,500",20.6,No,no,No,No,Yes,Manageable,No,Manageable,Comfortable
2022-0755,2022,18-30,Nova Scotia,75K,17.5,NA,NA,NA,NA,NA,Neither,Yes,Manageable,Comfortable
2022-0756,2022,30-40,ontario ,30K,17.1,No,No,no,Yes,No,Somewhat manageable,Yes,Manageable,Comfortable
2022-0757,2022,40-50,Ontario,76700,17.4,Yes,No,N,No,No,Manageable,No,Very manageable,Coping
2022-0758,2022,18-30,Ontario,30K,12.8,No,No,Yes,no,no,Very manageable,No,Difficult,Coping
2022-0759,2022,40-50,Alberta,"$102,800",11.2,No,No,Yes,N,No,Manageable,No,Manageable,Coping
2022-0760,2022,50-65,Alberta,"$125,300",6.7,No,N,No,Yes,No,NA,NA,Very difficult,Stressed
2022-0761,2022,40-50,alberta,87000,30.0,no,No,N,no,Yes,Manageable,No,Manageable,Comfortable
2022-0762,2022,30-40,British Columbia,90K,12.0,Yes,No,No,No,No,Somewhat difficult,N,Manageable,Coping
2022-0763,2022,18-30,Manitoba,95800,7.9,No,No,No,yes,No,Neither,No,Manageable,Coping
2022-0764,2022,40-50,Quebec,"$108,800",0.0,No,No,No,No,Y,Neither,No,Manageable,Coping
2022-0765,2022,30-40,British Columbia,30000,8.0,N,Yes,no,No,No,Very manageable,No,Manageable,Comfortable
2022-0766,2022,40-50,British Columbia,84800,3.7,No,no,No,Y,No,Somewhat difficult,Yes,Neither,Stressed
2022-0767,2022,40-50,British Columbia,"$121,000",10.3,No,no,No,No,Yes,Somewhat difficult,No,Difficult,Coping
2022-0768,2022,50-65,ON,"188,400",7.7,No,Y,No,no,No,Somewhat manageable,No,Very manageable,Coping
2022-0769,2022,18-30,Ontario,"$55,400",20.5,Yes,N,No,No,No,Very manageable,No,Manageable,Comfortable
2022-0770,2022,40-50,Ontario,122000,3.2,No,Yes,No,No,No,Very difficult,No,Difficult,Stressed
2022-0771,2022,30-40,Saskatchewan,"127,900",1.4,No,no,No,no,Y,Neither,Y,Difficult,Stressed
2022-0772,2022,30-40,Yukon,"$78,700",14.7,NA,NA,NA,NA,NA,Somewhat difficult,Yes,Difficult,Coping
2022-0773,2022,40-50,Ontario,162400,27.6,NA,NA,NA,NA,NA,Neither,Yes,Manageable,Comfortable
2022-0774,2022,50-65,ontario ,"$168,100",10.2,No,Yes,No,N,N,Very manageable,Yes,Neither,Comfortable
2022-0775,2022,50-65,Manitoba,184500,12.5,No,Yes,No,No,No,Very difficult,yes,Difficult,Coping
2022-0776,2022,40-50,Ontario,120400,0.0,No,No,No,N,Y,Neither,N,Manageable,Stressed
2022-0777,2022,30-40,British Columbia,"$206,500",0.0,No,No,Yes,No,No,Very difficult,No,Manageable,Stressed
2022-0778,2022,30-40,Ontario,54700,7.5,No,yes,No,No,no,Somewhat manageable,No,Neither,Coping
2022-0779,2022,18-30,Alberta,164700,11.7,yes,No,No,No,N,Somewhat difficult,no,Manageable,Stressed
2022-0780,2022,50-65,British Columbia,"$152,400",6.3,No,No,No,Yes,No,Manageable,No,Neither,Coping
2022-0781,2022,30-40,Alberta,"$151,000",12.3,N,N,No,Yes,N,Very manageable,No,Neither,Comfortable
2022-0782,2022,40-50,Ontario,"$83,000",11.2,No,N,No,No,Yes,Somewhat manageable,No,Manageable,Coping
2022-0783,2022,40-50,Ontario,"144,200",11.2,No,No,No,Yes,No,Neither,Yes,Neither,Coping
2022-0784,2022,18-30,Alberta,"$138,800",2.1,No,No,No,Y,No,Difficult,yes,Neither,Stressed
2022-0785,2022,18-30,Ontario,30000,15.9,No,No,Yes,No,No,Somewhat difficult,No,Difficult,Stressed
2022-0786,2022,50-65,Manitoba,"$110,300",9.4,Yes,N,No,No,No,Neither,Yes,Neither,Coping
2022-0787,2022,40-50,Ontario,"$30,000",11.7,No,no,No,No,Yes,Difficult,N,Difficult,Coping
2022-0788,2022,30-40,Alberta,"70,600",NA,Yes,N,No,No,No,Somewhat manageable,no,Manageable,Stressed
2022-0789,2022,30-40,Alberta,46200,8.2,No,No,No,No,Yes,Difficult,N,Difficult,Stressed
2022-0790,2022,50-65,ontario ,98600,12.2,Yes,No,N,N,No,Very difficult,no,Difficult,Stressed
2022-0791,2022,50-65,Ontario,252700,NA,No,No,Y,No,No,Manageable,No,Difficult,Coping
2022-0792,2022,18-30,ontario ,"148,900",6.4,Yes,No,No,N,N,Neither,No,Manageable,Coping
2022-0793,2022,50-65,Ontario,"48,000",17.6,No,No,No,No,Yes,Somewhat manageable,No,Difficult,Coping
2022-0794,2022,50-65,Saskatchewan,"$135,800",14.3,Yes,N,No,N,No,Somewhat difficult,Yes,Manageable,Coping
2022-0795,2022,30-40,British Columbia,127K,10.9,No,no,No,No,Yes,Difficult,No,Difficult,Stressed
2022-0796,2022,18-30,Manitoba,52100,10.4,No,No,No,no,yes,Somewhat manageable,No,Difficult,Coping
2022-0797,2022,50-65,Saskatchewan,"$118,400",5.1,no,No,No,Yes,no,Difficult,yes,Very difficult,Stressed
2022-0798,2022,40-50,Alberta,112800,24.6,No,Yes,No,No,No,Manageable,no,Difficult,Comfortable
2022-0799,2022,18-30,ON,"$30,000",10.8,No,N,No,No,Yes,Difficult,no,Neither,Stressed
2022-0800,2022,30-40,Alberta,34K,20.4,no,No,No,Y,No,Somewhat difficult,no,Manageable,Coping
2022-0802,2022,30-40,AB,95K,17.3,No,No,No,Yes,no,Somewhat manageable,No,Manageable,Comfortable
2022-0803,2022,30-40,Ontario,"$41,100",0.0,No,N,No,No,Yes,Difficult,yes,Difficult,Stressed
2022-0804,2022,18-30,Ontario,NA,6.7,no,No,No,yes,No,Very manageable,Yes,Very manageable,Comfortable
2022-0805,2022,50-65,Alberta,117000,4.0,No,No,No,N,Yes,Somewhat difficult,N,Manageable,Stressed
2022-0806,2022,40-50,Alberta,149K,10.3,No,No,No,Y,N,Neither,No,Manageable,Comfortable
2022-0807,2022,50-65,British Columbia,"$111,700",15.9,No,Y,No,N,No,Neither,No,Difficult,Coping
2022-0808,2022,40-50,British Columbia,"$175,600",0.0,no,No,Y,No,No,NA,no,Difficult,Stressed
2022-0809,2022,50-65,Manitoba,"$77,700",3.5,No,No,No,N,Yes,Difficult,No,Very manageable,Stressed
2022-0810,2022,18-30,Saskatchewan,"$84,700",8.2,No,No,Yes,No,N,Manageable,Yes,Difficult,Coping
2022-0811,2022,40-50,AB,75300,26.4,No,Yes,No,No,No,Manageable,Y,NA,Comfortable
2022-0812,2022,40-50,New Brunswick,"$123,900",13.7,No,No,Y,No,No,Manageable,N,Very manageable,Comfortable
2022-0813,2022,50-65,Nova Scotia,"$76,400",8.3,No,no,No,N,Y,Difficult,No,Neither,Stressed
2022-0814,2022,40-50,British Columbia,192400,12.2,no,No,Yes,N,No,Difficult,Y,Neither,Coping
2022-0815,2022,30-40,british columbia,"30,000",10.5,no,Yes,No,No,N,Neither,No,Difficult,Stressed
2022-0816,2022,40-50,Ontario,177K,10.3,No,Yes,No,No,No,Somewhat difficult,NA,Manageable,Stressed
2022-0817,2022,18-30,Ontario,"64,500",10.8,Yes,No,No,No,N,Somewhat manageable,No,Difficult,Coping
2022-0818,2022,18-30,Ontario,84600,0.8,NA,NA,NA,NA,NA,Very manageable,No,Manageable,Coping
2022-0819,2022,40-50,Manitoba,172K,4.8,No,N,Yes,No,No,Difficult,No,NA,Stressed
2022-0820,2022,30-40,Ontario,126900,17.9,No,No,No,No,Yes,Very manageable,N,Manageable,Comfortable
2022-0821,2022,30-40,Quebec,49000,12.7,no,No,No,No,Yes,Neither,no,Manageable,Coping
2022-0822,2022,40-50,Ontario,"$135,000",12.8,yes,No,No,no,No,Somewhat manageable,No,Manageable,Comfortable
2022-0823,2022,50-65,Quebec,"$208,900",11.7,N,No,No,No,yes,Very difficult,Y,Difficult,Stressed
2022-0824,2022,40-50,British Columbia,"$54,600",18.1,NA,NA,NA,NA,NA,Manageable,No,Difficult,Comfortable
2022-0825,2022,50-65,Yukon,"230,400",5.5,No,No,No,No,Yes,Somewhat difficult,N,Manageable,Coping
2022-0826,2022,40-50,ON,118300,8.3,N,no,No,No,Yes,Somewhat manageable,No,Neither,Coping
2022-0827,2022,40-50,Ontario,"$74,300",15.6,No,No,No,Yes,No,Somewhat difficult,N,Difficult,Stressed
2022-0828,2022,40-50,Ontario,"$49,800",22.7,No,N,No,No,Yes,Manageable,Yes,Very manageable,Comfortable
2022-0829,2022,18-30,Saskatchewan,"56,300",17.3,Yes,No,No,No,N,Neither,N,Manageable,Coping
2022-0830,2022,50-65,Newfoundland and Labrador,"$30,000",10.7,No,No,No,no,Yes,Manageable,Yes,Very manageable,Comfortable
2022-0831,2022,18-30,Ontario,"36,200",6.9,N,No,Yes,No,No,Neither,Y,Neither,Coping
2022-0832,2022,30-40,Ontario,66400,13.2,No,No,No,no,Yes,Very manageable,No,Very manageable,Comfortable
2022-0833,2022,30-40,Ontario,"$36,300",12.1,No,No,No,No,Yes,Difficult,No,Manageable,Coping
2022-0834,2022,30-40,Ontario,"$113,900",16.8,No,No,No,No,Yes,Very manageable,no,Difficult,Comfortable
2022-0835,2022,30-40,Alberta,71600,3.6,Y,N,No,No,No,Very difficult,No,Very manageable,Stressed
2022-0836,2022,50-65,British Columbia,91200,4.2,No,No,No,Yes,No,Difficult,Yes,Difficult,Stressed
2022-0837,2022,50-65,Manitoba,93200,6.2,no,No,No,No,Yes,Somewhat manageable,Y,Manageable,Coping
2022-0838,2022,30-40,Ontario,95800,9.9,No,No,No,No,Yes,Difficult,Yes,Manageable,Coping
2022-0839,2022,30-40,Ontario,"84,700",17.7,No,No,No,No,Yes,Somewhat difficult,No,Manageable,Coping
2022-0840,2022,18-30,Ontario,32K,NA,No,No,No,No,Yes,Somewhat difficult,No,Difficult,Coping
2022-0841,2022,40-50,ontario ,108K,13.1,No,No,No,No,Y,Somewhat manageable,Yes,Very difficult,Coping
2022-0842,2022,30-40,Ontario,83000,27.7,No,No,Y,No,No,Manageable,no,Neither,Comfortable
2022-0843,2022,18-30,Alberta,30000,9.9,no,N,No,Yes,No,Difficult,No,Manageable,Coping
2022-0844,2022,40-50,Ontario,"$77,100",14.3,No,No,No,No,Yes,Manageable,No,Very manageable,Comfortable
2022-0845,2022,40-50,Quebec,"$126,500",10.6,No,No,No,No,yes,Difficult,No,Very difficult,Stressed
2022-0846,2022,50-65,Ontario,136600,5.1,Yes,No,No,N,N,Very manageable,No,Difficult,Coping
2022-0847,2022,30-40,QC,"77,000",17.8,N,Yes,No,No,N,Somewhat difficult,no,Manageable,Comfortable
2022-0848,2022,30-40,Yukon,"$117,800",0.8,No,N,Yes,N,No,Somewhat difficult,No,Difficult,Stressed
2022-0849,2022,50-65,Manitoba,"$77,000",0.0,No,No,No,No,Yes,Neither,No,Difficult,Coping
2022-0850,2022,30-40,Ontario,42600,10.1,No,No,No,No,Yes,Neither,Yes,Difficult,Coping
2022-0851,2022,40-50,Ontario,"$90,900",3.4,no,No,N,No,Yes,Very manageable,NA,Neither,Coping
2022-0853,2022,40-50,British Columbia,110200,11.6,No,No,Yes,No,No,Neither,Yes,Manageable,Stressed
2022-0855,2022,30-40,Alberta,158200,6.5,No,No,Yes,No,No,Somewhat difficult,No,Difficult,Stressed
2022-0856,2022,18-30,Ontario,54700,17.1,Y,No,No,No,N,Neither,Yes,Manageable,Coping
2022-0857,2022,30-40,Alberta,"$191,200",13.4,N,N,Yes,No,No,Somewhat difficult,Yes,Very manageable,Coping
2022-0858,2022,50-65,New Brunswick,86900,4.1,No,No,No,N,Yes,Very difficult,No,Difficult,Stressed
2022-0859,2022,30-40,ontario ,30000,0.0,No,N,No,Y,No,Very difficult,No,Manageable,Stressed
2022-0860,2022,40-50,New Brunswick,"95,200",29.4,No,yes,No,No,No,Very manageable,Y,Manageable,Comfortable
2022-0861,2022,50-65,Ontario,104500,4.7,Yes,No,No,N,no,Somewhat manageable,N,Manageable,Coping
2022-0862,2022,30-40,Northwest Territories and Nunavut,NA,12.9,NA,NA,NA,NA,NA,Difficult,N,Difficult,Stressed
2022-0863,2022,50-65,Alberta,238100,21.8,No,yes,No,No,No,Manageable,No,Difficult,Comfortable
2022-0864,2022,40-50,Yukon,114900,5.1,No,N,N,Yes,No,Somewhat manageable,no,Difficult,Coping
2022-0865,2022,40-50,Ontario,"$114,700",7.6,N,Yes,No,No,No,Difficult,Y,Neither,Stressed
2022-0866,2022,40-50,Ontario,"80,400",23.8,No,No,Yes,No,no,Neither,Yes,Manageable,Coping
2022-0867,2022,50-65,Ontario,NA,20.2,NA,NA,NA,NA,NA,Somewhat manageable,NA,Neither,Coping
2022-0868,2022,30-40,Alberta,"$129,300",3.4,no,No,No,no,Yes,NA,no,Very difficult,Stressed
2022-0869,2022,18-30,Ontario,"30,000",NA,NA,NA,NA,NA,NA,Manageable,No,Difficult,Comfortable
2022-0870,2022,18-30,British Columbia,"$30,000",6.5,No,No,No,No,Yes,NA,Yes,Difficult,Stressed
2022-0871,2022,50-65,Ontario,"$95,600",5.2,N,Yes,No,N,No,Very difficult,no,Manageable,Stressed
2022-0872,2022,50-65,Alberta,"$178,600",12.0,No,No,N,No,Yes,Somewhat difficult,No,Difficult,Stressed
2022-0873,2022,30-40,Ontario,"$62,300",23.2,Yes,No,No,N,No,Manageable,No,Manageable,Comfortable
2022-0874,2022,18-30,British Columbia,"$77,800",0.8,No,No,Yes,No,N,Very manageable,No,Neither,Coping
2022-0875,2022,30-40,BC,79400,21.2,N,N,N,No,Yes,Neither,No,Very manageable,Comfortable
2022-0876,2022,40-50,Alberta,"165,300",5.1,N,No,N,No,Yes,Neither,Yes,Manageable,Stressed
2022-0877,2022,30-40,ON,NA,18.3,No,N,No,No,Yes,Very manageable,Yes,Difficult,Comfortable
2022-0878,2022,40-50,British Columbia,129800,12.5,No,No,No,N,yes,Somewhat manageable,No,Manageable,Coping
2022-0879,2022,30-40,Ontario,"$71,100",18.2,no,N,N,No,Yes,Very manageable,Yes,Manageable,Coping
2022-0880,2022,50-65,British Columbia,154200,10.9,No,No,No,Y,No,Very manageable,Yes,Manageable,Stressed
2022-0881,2022,40-50,Ontario,"55,000",12.8,No,Yes,no,No,No,Very manageable,No,Manageable,Comfortable
2022-0882,2022,40-50,British Columbia,"101,700",5.7,No,no,No,Yes,No,Very manageable,Yes,Difficult,Stressed
2022-0883,2022,40-50,Saskatchewan,88K,NA,No,No,No,No,yes,Somewhat manageable,No,Neither,Coping
2022-0884,2022,40-50,British Columbia,"$48,900",0.9,No,N,No,No,Yes,Neither,N,Manageable,Coping
2022-0885,2022,40-50,Alberta,35000,5.5,No,N,no,No,yes,Somewhat manageable,no,Difficult,Stressed
2022-0886,2022,18-30,BC,44K,30.0,No,No,No,Yes,No,Very manageable,Yes,Very manageable,Comfortable
2022-0887,2022,40-50,Alberta,"102,500",6.0,No,Yes,No,No,No,Somewhat difficult,no,Difficult,Comfortable
2022-0888,2022,40-50,Ontario,66K,NA,No,Yes,No,No,N,NA,No,Manageable,Coping
2022-0889,2022,50-65,British Columbia,94K,10.7,No,No,no,N,Y,Somewhat difficult,No,Neither,Coping
2022-0890,2022,40-50,Quebec,30000,12.7,Yes,No,No,N,No,Manageable,No,Very difficult,Coping
2022-0891,2022,18-30,ON,"$53,500",5.2,No,no,No,No,Y,Somewhat difficult,No,Neither,Coping
2022-0892,2022,18-30,British Columbia,"$126,200",0.0,Yes,No,no,N,no,Difficult,Yes,Difficult,Stressed
2022-0894,2022,40-50,AB,"88,700",19.0,No,No,no,No,Yes,Difficult,No,Neither,Coping
2022-0895,2022,30-40,Alberta,101K,5.1,No,N,No,Yes,No,Very manageable,No,Difficult,Coping
2022-0896,2022,18-30,British Columbia,30K,8.0,No,N,N,No,Yes,Neither,No,Manageable,Coping
2022-0897,2022,18-30,Alberta,"$150,200",NA,yes,No,no,no,No,Difficult,Yes,Difficult,Stressed
2022-0898,2022,18-30,Alberta,"$160,400",12.9,N,No,no,Yes,no,Somewhat manageable,Yes,Neither,Comfortable
2022-0899,2022,18-30,Saskatchewan,65K,7.7,No,N,No,no,Yes,NA,No,Manageable,Stressed
2022-0900,2022,30-40,Ontario,216500,11.3,No,No,No,No,Yes,Somewhat difficult,N,Very difficult,Stressed
2022-0901,2022,65+,Quebec,98K,17.1,Yes,no,No,N,No,Neither,Yes,Difficult,Coping
2022-0902,2022,50-65,BC,"$60,400",3.0,Yes,N,No,No,No,Somewhat difficult,No,Neither,Coping
2022-0903,2022,18-30,Ontario,36500,2.4,No,No,No,No,Yes,Somewhat manageable,Y,Difficult,Stressed
2022-0904,2022,40-50,Manitoba,82000,12.8,NA,NA,NA,NA,NA,Somewhat manageable,Yes,Neither,Coping
2022-0905,2022,18-30,Alberta,NA,22.6,N,No,No,No,Y,Somewhat manageable,No,Manageable,Coping
2022-0906,2022,18-30,Ontario,51900,2.2,no,No,No,No,Yes,Difficult,Y,Difficult,Stressed
2022-0907,2022,18-30,Alberta,30000,14.5,No,No,No,Yes,N,Very manageable,No,Very manageable,Comfortable
2022-0908,2022,30-40,Manitoba,41K,13.5,N,No,no,No,yes,Somewhat manageable,No,Very difficult,Coping
2022-0909,2022,30-40,Ontario,144000,14.7,No,No,N,No,Yes,Neither,No,Difficult,Coping
2022-0910,2022,40-50,Ontario,"$144,400",9.4,N,N,No,No,Yes,Manageable,Yes,Difficult,Stressed
2022-0911,2022,40-50,Ontario,"77,700",5.9,No,No,No,No,Yes,Manageable,no,Difficult,Coping
2022-0912,2022,30-40,British Columbia,30000,14.3,No,No,No,No,Y,Manageable,No,Manageable,Comfortable
2022-0913,2022,30-40,Alberta,34K,7.1,No,N,No,No,Yes,Neither,No,Manageable,Stressed
2022-0914,2022,18-30,Yukon,"$156,600",12.3,Yes,No,No,N,No,Difficult,no,Manageable,Stressed
2022-0915,2022,18-30,Alberta,100400,4.8,No,No,Yes,No,No,Somewhat difficult,No,Neither,Stressed
2022-0916,2022,18-30,British Columbia,"$66,300",5.9,NA,NA,NA,NA,NA,Difficult,Yes,Very difficult,Stressed
2022-0917,2022,40-50,BC,195400,10.8,No,N,No,No,Y,Manageable,no,Very manageable,Comfortable
2022-0918,2022,30-40,Quebec,181900,22.2,N,Yes,N,N,No,Neither,No,Difficult,Coping
2022-0919,2022,18-30,Ontario,"$55,200",11.9,No,No,No,Yes,No,Somewhat difficult,N,Manageable,Coping
2022-0920,2022,30-40,Nova Scotia,87600,25.5,No,No,No,N,Yes,Very manageable,No,Manageable,Comfortable
2022-0921,2022,18-30,Saskatchewan,38400,18.2,No,No,No,No,Yes,Neither,N,Difficult,Comfortable
2022-0922,2022,50-65,AB,105800,18.6,No,No,No,N,Yes,Very manageable,No,Manageable,Comfortable
2022-0923,2022,30-40,Quebec,30000,2.0,Yes,No,no,No,No,Somewhat difficult,Yes,Manageable,Coping
2022-0924,2022,40-50,Alberta,"$30,000",0.0,No,No,No,Yes,No,Very difficult,Yes,Difficult,Coping
2022-0925,2022,50-65,Manitoba,"$30,000",12.3,NA,NA,NA,NA,NA,Very difficult,NA,Neither,Stressed
2022-0926,2022,18-30,Alberta,127700,11.5,No,N,No,N,Yes,Neither,Y,Very manageable,Coping
2022-0927,2022,40-50,Yukon,30000,12.2,No,yes,no,No,No,NA,Y,Difficult,Coping
2022-0928,2022,40-50,Quebec,198K,0.0,No,no,N,no,Yes,Difficult,Yes,Difficult,Stressed
2022-0929,2022,40-50,ontario ,55000,5.6,No,No,No,No,Y,Somewhat manageable,NA,Neither,Coping
2022-0930,2022,40-50,British Columbia,NA,17.4,NA,NA,NA,NA,NA,Neither,NA,Manageable,Coping
2022-0931,2022,18-30,BC,"47,700",21.4,No,No,No,No,Yes,Difficult,Y,Neither,Coping
2022-0932,2022,40-50,Nova Scotia,30000,2.9,No,no,No,No,Yes,Difficult,N,Difficult,Stressed
2022-0933,2022,30-40,British Columbia,"$145,200",15.0,N,N,No,no,Yes,Difficult,No,Difficult,Coping
2022-0934,2022,40-50,AB,"$166,100",12.1,Y,No,No,No,No,Difficult,Y,Very manageable,Coping
2022-0935,2022,50-65,Ontario,NA,10.3,No,Yes,No,No,N,Somewhat difficult,No,Manageable,Coping
2022-0936,2022,40-50,Ontario,"$85,400",22.1,N,No,No,No,Yes,Somewhat manageable,N,Neither,Coping
2022-0937,2022,40-50,quebec,51K,3.7,No,No,Yes,No,No,NA,No,Manageable,Stressed
2022-0938,2022,40-50,Ontario,96000,12.2,N,no,No,No,Yes,Neither,N,Neither,Stressed
2022-0939,2022,40-50,British Columbia,107K,13.3,No,No,Yes,No,No,Somewhat manageable,No,Very manageable,Coping
2022-0940,2022,50-65,Ontario,99400,5.9,No,N,No,No,Yes,Somewhat difficult,Yes,Difficult,Stressed
2022-0941,2022,30-40,alberta,30K,19.2,No,Yes,No,No,No,Somewhat difficult,NA,Difficult,Coping
2022-0942,2022,40-50,Ontario,NA,20.0,No,no,No,No,Yes,Very difficult,No,Very manageable,Comfortable
2022-0943,2022,50-65,Ontario,141700,5.5,Y,no,No,No,No,Somewhat difficult,No,Difficult,Stressed
2022-0944,2022,30-40,Alberta,70600,19.3,No,No,N,No,Y,Somewhat difficult,No,NA,Coping
2022-0946,2022,40-50,Quebec,52500,18.2,No,No,No,N,Yes,Very manageable,No,Neither,Coping
2022-0947,2022,30-40,Ontario,"56,500",0.0,No,Y,N,No,No,Difficult,No,Difficult,Stressed
2022-0948,2022,18-30,Ontario,139400,8.2,No,No,N,No,Yes,Very difficult,Yes,Difficult,Stressed
2022-0949,2022,40-50,Ontario,42000,19.5,No,No,No,No,Yes,Very manageable,No,NA,Comfortable
2022-0950,2022,50-65,ON,"$151,500",5.8,NA,NA,NA,NA,NA,NA,No,Very difficult,Stressed
2022-0951,2022,18-30,Alberta,62400,14.7,No,No,No,no,Yes,Neither,No,Difficult,Coping
2022-0952,2022,50-65,Ontario,120200,19.8,No,No,Yes,No,No,Somewhat difficult,N,Manageable,Comfortable
2022-0953,2022,18-30,Quebec,30000,9.4,no,No,N,N,Yes,Difficult,no,Neither,Stressed
2022-0954,2022,30-40,Alberta,"64,900",9.4,N,Yes,No,No,No,Very manageable,No,Neither,Coping
2022-0955,2022,50-65,Alberta,122700,13.5,No,No,Yes,No,No,Somewhat difficult,Yes,Difficult,Stressed
2022-0956,2022,30-40,Ontario,58000,9.9,No,No,Yes,No,N,Somewhat difficult,No,Neither,Stressed
2022-0957,2022,40-50,Ontario,108100,14.3,No,No,No,No,Yes,Somewhat difficult,No,Difficult,Coping
2022-0958,2022,40-50,Manitoba,"126,400",NA,Yes,No,No,No,No,Somewhat manageable,No,Neither,Comfortable
2022-0959,2022,18-30,Ontario,167100,11.8,No,No,No,Yes,No,NA,Yes,Difficult,Stressed
2022-0960,2022,40-50,Ontario,105400,11.1,no,No,No,No,Yes,Difficult,No,Neither,Stressed
2022-0961,2022,40-50,ontario ,"$30,000",17.2,no,N,No,Yes,No,NA,No,Difficult,Comfortable
2022-0962,2022,50-65,Alberta,"$181,200",11.0,Yes,no,No,No,No,Somewhat difficult,Yes,Difficult,Stressed
2022-0963,2022,18-30,Alberta,"57,300",19.2,No,No,No,Yes,No,Very manageable,No,Manageable,Comfortable
2022-0964,2022,30-40,New Brunswick,"$183,100",NA,No,No,N,No,Yes,Manageable,No,Manageable,Coping
2022-0965,2022,18-30,Quebec,147000,17.6,No,Yes,No,No,N,Manageable,No,Manageable,Coping
2022-0966,2022,18-30,Ontario,46700,13.6,No,N,yes,N,N,Manageable,No,Very manageable,Comfortable
2022-0967,2022,50-65,British Columbia,"$147,100",25.0,NA,NA,NA,NA,NA,Somewhat manageable,Yes,Manageable,Coping
2022-0968,2022,30-40,Quebec,60300,0.0,NA,NA,NA,NA,NA,Somewhat manageable,No,Difficult,Stressed
2022-0969,2022,30-40,Manitoba,"$79,600",22.5,Yes,No,No,No,No,Difficult,No,Difficult,Comfortable
2022-0970,2022,30-40,Ontario,"$114,800",13.1,No,N,No,No,Yes,Somewhat manageable,N,Difficult,Comfortable
2022-0971,2022,30-40,Alberta,135K,30.0,Yes,No,No,No,No,Neither,No,Neither,Comfortable
2022-0972,2022,30-40,Ontario,"125,800",12.5,No,No,No,No,Y,Very manageable,Y,Difficult,Coping
2022-0973,2022,18-30,Ontario,71200,6.2,No,N,No,Yes,No,Very manageable,N,Difficult,Coping
2022-0974,2022,30-40,Ontario,"$209,700",9.4,No,No,No,Yes,No,Manageable,No,Manageable,Coping
2022-0975,2022,30-40,British Columbia,"65,700",2.4,No,No,Yes,No,No,Difficult,Yes,Neither,Stressed
2022-0976,2022,30-40,New Brunswick,"30,000",9.2,N,No,No,No,Yes,Very manageable,No,Difficult,Coping
2022-0977,2022,40-50,Alberta,30K,9.0,no,yes,No,No,No,Very difficult,NA,Neither,Coping
2022-0978,2022,40-50,Saskatchewan,"$168,200",6.5,No,No,No,No,Yes,Somewhat difficult,No,Difficult,Coping
2022-0979,2022,30-40,Alberta,76K,12.6,No,N,No,Yes,No,Somewhat manageable,No,Neither,Coping
2022-0980,2022,30-40,Ontario,"95,000",13.3,NA,NA,NA,NA,NA,NA,No,Neither,Coping
2022-0981,2022,65+,Ontario,"$101,900",5.0,no,No,No,No,Yes,Manageable,NA,Difficult,Coping
2022-0982,2022,50-65,Alberta,"104,900",1.1,Yes,No,No,No,No,Somewhat difficult,No,Difficult,Coping
2022-0983,2022,18-30,Manitoba,31K,20.2,No,Yes,No,No,No,Somewhat manageable,No,Very manageable,Comfortable
2022-0984,2022,18-30,alberta,"$97,100",14.2,NA,NA,NA,NA,NA,Neither,Yes,Neither,Coping
2022-0985,2022,18-30,ontario ,65600,9.7,No,No,No,No,Yes,Very difficult,No,Difficult,Stressed
2022-0986,2022,50-65,Yukon,"$131,300",NA,Yes,N,no,No,No,Neither,Yes,Very difficult,Stressed
2022-0987,2022,30-40,New Brunswick,"99,500",20.4,No,no,No,N,Yes,Somewhat difficult,no,Difficult,Coping
2022-0988,2022,40-50,Yukon,73200,17.0,No,No,No,Y,No,Somewhat difficult,Yes,Difficult,Coping
2022-0989,2022,50-65,Alberta,"53,100",30.0,No,No,Yes,No,No,Somewhat manageable,No,Very manageable,Comfortable
