respondent_id,year,age,province,income,savings_pct,benefit_retirement,benefit_education,benefit_health,benefit_wages,benefit_timeoff,benefit_worklife,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2017-0726,2017,23,Ontario,74100,0.0,No,No,N,No,No,Yes,Difficult,No,Somewhat manageable,Stressed
2017-0727,2017,34,Ontario,"91,800",5.8,N,Yes,No,No,N,No,Neither,Yes,Somewhat difficult,Stressed
2017-0728,2017,25,Ontario,"$79,500",10.8,NA,NA,NA,NA,NA,NA,Somewhat difficult,N,Neither,Stressed
2017-0729,2017,45,Alberta,"34,500",14.9,No,No,No,no,No,yes,Somewhat manageable,No,Neither,Coping
2017-0730,2017,34,Ontario,"$35,200",15.7,No,No,No,No,Y,No,Somewhat manageable,NA,Somewhat manageable,Coping
2017-0731,2017,65,Alberta,181700,21.9,no,No,Yes,No,N,No,Manageable,Yes,Neither,Coping
2017-0732,2017,19,Ontario,"$30,000",9.9,No,No,No,No,N,Yes,Difficult,No,Neither,Stressed
2017-0733,2017,42,Manitoba,106300,12.0,No,N,No,No,No,Yes,Somewhat difficult,No,Difficult,Stressed
2017-0734,2017,26,Ontario,43400,8.4,No,No,Y,N,No,No,Somewhat difficult,No,Neither,Coping
2017-0735,2017,34,British Columbia,"78,400",2.5,No,No,No,Yes,No,No,Somewhat difficult,Yes,NA,Stressed
2017-0736,2017,42,Alberta,69000,23.7,No,N,No,No,Yes,No,Somewhat manageable,No,Somewhat difficult,Coping
2017-0737,2017,18,ontario ,68800,8.5,No,N,N,No,N,Yes,Somewhat difficult,N,Difficult,Stressed
2017-0738,2017,43,AB,93600,10.3,No,No,No,No,Y,N,Neither,No,Somewhat difficult,Coping
2017-0739,2017,63,British Columbia,"106,100",10.3,No,No,Yes,No,No,No,Manageable,Yes,NA,Coping
2017-0740,2017,35,Ontario,46K,10.1,No,No,N,No,No,yes,Manageable,No,Neither,Coping
2017-0741,2017,43,Ontario,"97,500",4.5,No,No,N,No,N,Yes,Somewhat difficult,No,Very difficult,Stressed
2017-0742,2017,52,Alberta,66600,1.6,No,No,N,No,No,yes,Manageable,No,Somewhat manageable,Stressed
2017-0743,2017,38,Quebec,94800,11.5,Y,N,No,N,No,No,Manageable,No,Very manageable,Comfortable
2017-0744,2017,33,Ontario,"$153,300",7.0,No,No,No,No,No,Y,Neither,Y,Manageable,Stressed
2017-0745,2017,18,Quebec,"$92,500",10.4,no,No,No,Yes,N,No,Somewhat difficult,Y,Manageable,Coping
2017-0746,2017,48,Ontario,118600,20.6,Yes,No,No,No,no,No,Neither,No,Very manageable,Coping
2017-0747,2017,39,Ontario,81K,15.8,No,No,no,No,N,Yes,Neither,No,Somewhat manageable,Coping
2017-0748,2017,28,Ontario,30000,15.6,N,No,No,No,No,Yes,Somewhat difficult,No,Very manageable,Coping
2017-0749,2017,42,ON,"$48,300",16.8,No,No,N,Yes,No,No,Manageable,No,Very manageable,Comfortable
2017-0750,2017,33,Quebec,113K,21.2,No,No,No,No,No,Yes,Somewhat manageable,N,Neither,Comfortable
2017-0751,2017,34,Alberta,52300,9.8,No,No,Yes,N,No,No,Somewhat difficult,N,Somewhat manageable,Stressed
2017-0752,2017,47,British Columbia,74500,18.3,No,Yes,No,No,No,No,Somewhat difficult,No,Manageable,Coping
2017-0753,2017,24,Alberta,56000,7.5,No,N,Yes,No,No,No,Difficult,No,Somewhat manageable,Stressed
2017-0755,2017,23,Nova Scotia,NA,14.0,No,no,No,No,No,Yes,NA,no,Neither,Coping
2017-0756,2017,32,Ontario,72K,12.0,No,N,N,N,No,Yes,Somewhat manageable,no,Somewhat difficult,Stressed
2017-0757,2017,63,Ontario,93K,11.1,No,No,No,No,yes,No,Neither,No,Somewhat manageable,Coping
2017-0758,2017,54,Yukon,83800,9.3,Yes,No,no,No,No,No,Somewhat difficult,No,Manageable,Comfortable
2017-0759,2017,41,Alberta,63100,9.3,No,No,Yes,No,No,No,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0760,2017,29,Ontario,"84,200",18.4,No,Y,No,No,No,N,Somewhat manageable,Yes,Manageable,Coping
2017-0761,2017,34,Quebec,69000,17.5,No,N,No,No,No,Yes,NA,No,Somewhat manageable,Coping
2017-0762,2017,41,Alberta,"81,100",10.1,No,No,Yes,No,No,no,Somewhat manageable,Yes,Manageable,Stressed
2017-0763,2017,40,ON,"$102,900",6.3,No,No,No,Yes,no,No,Somewhat difficult,No,Difficult,Stressed
2017-0764,2017,39,British Columbia,"$79,200",4.0,no,No,no,No,No,Y,Neither,Yes,Manageable,Stressed
2017-0765,2017,40,Ontario,"76,700",25.9,N,No,N,no,No,Y,Manageable,No,Difficult,Comfortable
2017-0766,2017,37,Ontario,"$94,600",10.1,No,N,Yes,No,No,N,Somewhat difficult,No,Neither,Stressed
2017-0767,2017,23,British Columbia,"79,500",5.2,No,No,yes,No,No,No,Difficult,Y,Very difficult,Stressed
2017-0768,2017,34,AB,"71,600",NA,No,No,No,N,N,Yes,Manageable,No,Neither,Stressed
2017-0769,2017,51,Alberta,103900,3.6,No,No,yes,No,No,No,Somewhat difficult,No,Somewhat difficult,Stressed
2017-0770,2017,24,alberta,38K,10.5,Yes,No,No,No,No,No,Somewhat difficult,No,Difficult,Coping
2017-0771,2017,38,Ontario,"$56,200",16.2,No,N,N,No,No,Yes,Very difficult,Yes,Neither,Stressed
2017-0772,2017,30,British Columbia,"$93,100",19.2,N,No,No,Yes,No,No,NA,No,Somewhat manageable,Coping
2017-0773,2017,41,British Columbia,"99,800",11.9,No,N,No,Yes,No,No,Very manageable,No,Somewhat difficult,Coping
2017-0774,2017,35,Ontario,"$91,200",24.0,NA,NA,NA,NA,NA,NA,Very manageable,no,Manageable,Comfortable
2017-0775,2017,58,Ontario,120400,8.8,no,Yes,No,No,no,No,Neither,No,Difficult,Stressed
2017-0776,2017,46,Ontario,"$95,400",2.8,NA,NA,NA,NA,NA,NA,Very manageable,No,Somewhat difficult,Comfortable
2017-0777,2017,24,Quebec,"81,900",8.6,No,No,Y,N,No,N,Somewhat manageable,Yes,Difficult,Coping
2017-0778,2017,48,Manitoba,125100,7.7,No,No,No,No,Y,No,Difficult,no,Neither,Stressed
2017-0779,2017,31,Ontario,98800,19.5,No,No,No,Yes,No,No,Manageable,Yes,Manageable,Comfortable
2017-0780,2017,33,Alberta,71500,23.7,No,No,No,No,No,Yes,Somewhat difficult,No,Manageable,Comfortable
2017-0781,2017,44,Ontario,"$132,600",13.6,NA,NA,NA,NA,NA,NA,Difficult,No,Somewhat manageable,Stressed
2017-0782,2017,34,Yukon,82900,19.7,No,Yes,No,No,No,No,Manageable,No,Manageable,Comfortable
2017-0783,2017,51,Ontario,120500,7.7,Yes,No,No,No,No,N,Somewhat difficult,Yes,Manageable,Coping
2017-0784,2017,31,Ontario,80000,15.9,NA,NA,NA,NA,NA,NA,Very manageable,No,Very manageable,Coping
2017-0785,2017,33,ON,NA,19.7,NA,NA,NA,NA,NA,NA,Very manageable,No,Somewhat manageable,Comfortable
2017-0786,2017,32,British Columbia,50900,13.1,No,No,No,No,No,Y,Neither,NA,Difficult,Coping
2017-0787,2017,33,Ontario,95500,20.0,Y,No,No,No,No,No,Very manageable,no,Somewhat difficult,Comfortable
2017-0788,2017,53,ON,189900,27.5,Yes,No,No,No,No,No,Neither,No,Somewhat manageable,Coping
2017-0789,2017,48,Yukon,"$85,800",6.3,NA,NA,NA,NA,NA,NA,Neither,No,Manageable,Comfortable
2017-0790,2017,61,Ontario,119K,11.7,no,No,No,No,No,Yes,Neither,N,Somewhat difficult,Coping
2017-0791,2017,65,Alberta,109K,8.0,N,No,No,Yes,N,N,Difficult,Y,Manageable,Stressed
2017-0792,2017,28,Ontario,NA,9.3,N,No,No,Yes,No,No,Neither,NA,Very manageable,Coping
2017-0793,2017,41,Alberta,"$132,800",19.4,No,No,No,No,Yes,No,Somewhat difficult,No,Somewhat difficult,Coping
2017-0794,2017,26,British Columbia,"$43,800",12.1,No,No,Yes,no,No,N,Difficult,No,Difficult,Stressed
2017-0795,2017,31,British Columbia,"$57,300",7.8,No,No,no,no,Yes,No,Difficult,No,Difficult,Stressed
2017-0796,2017,32,Ontario,30000,12.4,yes,No,No,No,No,No,Very manageable,Yes,Neither,Coping
2017-0797,2017,27,Alberta,42800,7.4,No,No,No,No,Yes,No,Very difficult,Yes,Somewhat manageable,Stressed
2017-0798,2017,27,Alberta,"$30,000",7.5,No,N,No,No,No,Yes,Difficult,No,Neither,Stressed
2017-0799,2017,38,Alberta,101000,13.5,No,No,No,No,No,Yes,Somewhat manageable,N,Difficult,Coping
2017-0800,2017,25,Quebec,146500,12.9,No,No,Yes,no,No,no,Neither,N,NA,Coping
2017-0801,2017,50,Ontario,"$89,000",15.5,No,N,No,No,N,Yes,Somewhat manageable,Yes,Difficult,Coping
2017-0802,2017,29,Alberta,30000,18.5,N,N,No,no,No,Yes,Difficult,Y,Neither,Coping
2017-0803,2017,65,Alberta,"$149,500",13.4,Yes,No,No,No,No,No,Manageable,No,Somewhat manageable,Comfortable
2017-0804,2017,35,Ontario,"$55,700",7.7,No,Yes,No,No,no,No,Somewhat manageable,No,Somewhat manageable,Coping
2017-0805,2017,41,British Columbia,NA,0.0,No,N,No,No,Yes,N,Neither,Yes,Somewhat difficult,Stressed
2017-0806,2017,24,Ontario,52500,12.3,N,No,Yes,N,No,N,Somewhat difficult,Yes,Somewhat manageable,Stressed
2017-0807,2017,60,New Brunswick,96000,15.5,Yes,no,No,No,No,No,Neither,No,Very difficult,Coping
2017-0808,2017,53,Quebec,"$99,200",10.5,Yes,N,No,No,no,No,Somewhat difficult,Yes,Somewhat manageable,Stressed
2017-0809,2017,44,British Columbia,113700,5.4,No,Yes,No,No,No,no,Somewhat difficult,No,Very difficult,Coping
2017-0810,2017,24,ontario ,"$54,200",30.0,No,No,No,Yes,No,No,Manageable,Yes,Neither,Comfortable
2017-0811,2017,43,Alberta,"74,600",5.0,No,N,No,No,Yes,No,Very difficult,No,NA,Stressed
2017-0812,2017,27,Saskatchewan,60K,8.8,no,Yes,N,No,no,No,Difficult,No,Neither,Stressed
2017-0813,2017,58,Saskatchewan,73800,28.0,No,No,No,No,Y,No,NA,No,Somewhat difficult,Comfortable
2017-0814,2017,50,Ontario,"111,900",8.1,Yes,No,No,No,No,No,Somewhat difficult,N,Neither,Coping
2017-0815,2017,41,Nova Scotia,"$32,900",5.3,No,No,yes,N,No,No,Very difficult,yes,Neither,Stressed
2017-0816,2017,18,British Columbia,38700,23.3,No,Yes,No,No,No,No,Very manageable,yes,Very manageable,Comfortable
2017-0817,2017,28,Ontario,"$89,800",30.0,No,No,No,No,No,Yes,Manageable,No,NA,Comfortable
2017-0818,2017,48,ON,"$106,100",15.8,NA,NA,NA,NA,NA,NA,Manageable,no,Very difficult,Coping
2017-0819,2017,55,British Columbia,125200,23.6,No,No,Yes,No,N,no,Very manageable,Yes,NA,Coping
2017-0820,2017,53,Nova Scotia,102500,14.0,Yes,N,No,No,No,N,Manageable,N,Difficult,Stressed
2017-0821,2017,21,Nova Scotia,"$91,600",9.8,No,No,Yes,No,N,No,Somewhat difficult,Yes,Very difficult,Stressed
2017-0822,2017,44,Ontario,118700,NA,no,Yes,No,No,No,No,Neither,Yes,Somewhat manageable,Coping
2017-0823,2017,52,Ontario,"$116,400",NA,No,No,No,No,No,Yes,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0824,2017,20,Ontario,82800,5.0,Yes,no,No,no,No,No,Somewhat manageable,No,Very difficult,Coping
2017-0825,2017,40,Ontario,"$107,500",30.0,NA,NA,NA,NA,NA,NA,NA,no,Manageable,Comfortable
2017-0826,2017,43,British Columbia,76300,9.0,N,No,No,No,Yes,no,Difficult,No,Neither,Stressed
2017-0827,2017,36,Manitoba,38700,0.0,N,No,No,Yes,No,No,Difficult,Yes,Somewhat manageable,Coping
2017-0828,2017,18,Alberta,65K,6.3,N,No,No,No,No,Yes,Difficult,Yes,Difficult,Stressed
2017-0829,2017,36,Ontario,95400,26.6,Yes,No,No,No,No,no,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0830,2017,36,New Brunswick,"111,700",6.8,no,N,No,No,N,Y,Difficult,No,NA,Stressed
2017-0831,2017,38,New Brunswick,"$53,900",18.3,Yes,N,No,No,No,No,Very manageable,No,Somewhat difficult,Coping
2017-0832,2017,33,British Columbia,47300,8.9,No,No,N,No,No,Yes,Very difficult,Y,Somewhat difficult,Coping
2017-0833,2017,35,British Columbia,"$91,300",6.2,No,No,No,Yes,No,No,Somewhat manageable,No,Somewhat difficult,Coping
2017-0834,2017,40,Ontario,"82,900",13.6,Yes,No,No,No,N,No,Very manageable,No,Somewhat difficult,Coping
2017-0835,2017,45,British Columbia,35900,14.2,N,No,No,No,No,yes,Neither,no,Somewhat difficult,Coping
2017-0836,2017,36,Alberta,"90,300",11.9,Yes,N,N,No,No,No,Somewhat manageable,No,Manageable,Coping
2017-0837,2017,35,Ontario,30000,30.0,No,Y,no,No,No,No,Very manageable,no,Manageable,Comfortable
2017-0838,2017,41,Manitoba,"58,100",16.0,No,No,N,no,no,Y,Manageable,No,Somewhat manageable,Comfortable
2017-0839,2017,18,Manitoba,92600,15.9,No,No,No,Y,No,No,Neither,No,Very manageable,Coping
2017-0840,2017,46,New Brunswick,148700,14.4,No,No,No,N,no,Yes,Manageable,Yes,Somewhat difficult,Coping
2017-0841,2017,40,Ontario,"$48,500",0.2,N,no,No,No,Yes,No,Neither,No,Somewhat difficult,Stressed
2017-0842,2017,40,BC,"75,100",12.8,no,No,No,no,Yes,No,Very manageable,No,Very manageable,Comfortable
2017-0843,2017,52,Ontario,"104,300",14.1,yes,No,no,N,No,N,Very manageable,no,Neither,Coping
2017-0844,2017,18,Saskatchewan,"$105,400",25.9,No,Yes,No,No,N,no,Neither,N,Somewhat difficult,Coping
2017-0845,2017,18,Ontario,NA,10.9,NA,NA,NA,NA,NA,NA,Neither,No,Somewhat difficult,Stressed
2017-0846,2017,43,New Brunswick,"$75,200",NA,yes,No,No,No,N,No,Manageable,Yes,Somewhat manageable,Comfortable
2017-0847,2017,40,Ontario,131500,0.0,no,N,No,Yes,No,No,Somewhat manageable,No,Somewhat manageable,Coping
2017-0848,2017,42,Nova Scotia,76800,18.4,N,no,Yes,No,No,No,Somewhat manageable,No,Neither,Coping
2017-0849,2017,34,Manitoba,NA,7.5,No,No,Yes,No,No,No,Neither,No,Somewhat difficult,Stressed
2017-0850,2017,48,Ontario,52700,30.0,No,no,No,No,Yes,No,Very manageable,N,Neither,Comfortable
2017-0851,2017,51,British Columbia,"96,400",3.6,No,No,N,No,No,Yes,Difficult,N,Somewhat difficult,Stressed
2017-0852,2017,46,Alberta,"$44,200",9.8,No,No,No,no,No,Yes,Neither,Yes,Difficult,Stressed
2017-0853,2017,37,New Brunswick,"48,800",27.9,no,No,No,no,no,Yes,Somewhat manageable,no,Very manageable,Comfortable
2017-0854,2017,18,Alberta,77K,18.9,N,No,yes,No,No,N,Manageable,No,Manageable,Comfortable
2017-0855,2017,49,Manitoba,97000,5.9,N,No,no,Yes,No,No,Neither,No,Somewhat difficult,Stressed
2017-0856,2017,55,Ontario,97900,NA,Yes,No,No,No,No,No,Manageable,No,Somewhat manageable,Coping
2017-0857,2017,48,Quebec,74500,17.3,No,No,N,No,N,Yes,Neither,No,Very difficult,Coping
2017-0858,2017,29,alberta,"61,900",21.9,No,No,Yes,No,No,No,NA,No,Somewhat manageable,Comfortable
2017-0859,2017,48,Ontario,106K,19.8,N,N,No,No,Yes,No,Neither,N,Neither,Coping
2017-0861,2017,59,Alberta,34700,6.0,N,No,No,No,N,Y,Neither,Yes,Somewhat manageable,Coping
2017-0862,2017,29,british columbia,44K,25.9,No,No,N,No,No,Yes,Very manageable,No,Very manageable,Coping
2017-0863,2017,37,alberta,85300,17.8,No,No,No,no,No,yes,Manageable,yes,Somewhat manageable,Comfortable
2017-0864,2017,49,British Columbia,"$95,500",10.6,Yes,no,No,No,No,No,Very manageable,No,Neither,Coping
2017-0865,2017,41,British Columbia,"$98,600",7.7,NA,NA,NA,NA,NA,NA,Difficult,Yes,Neither,Stressed
2017-0866,2017,27,Manitoba,"$73,500",22.5,No,No,Yes,N,No,No,Very manageable,No,Neither,Comfortable
2017-0867,2017,45,Ontario,"83,400",19.3,No,No,yes,No,no,no,Manageable,yes,Somewhat difficult,Comfortable
2017-0868,2017,47,Alberta,"79,700",21.9,No,No,yes,No,No,N,Very manageable,No,Very manageable,Comfortable
2017-0869,2017,41,Alberta,"79,100",7.8,No,No,Yes,No,No,No,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0870,2017,43,Alberta,124000,8.9,No,No,No,N,Yes,No,Neither,No,Manageable,Stressed
2017-0871,2017,37,Ontario,58500,0.0,no,No,Y,No,No,No,Very manageable,Yes,Somewhat difficult,Coping
2017-0872,2017,58,british columbia,110K,17.4,No,No,Yes,N,no,N,Somewhat difficult,Y,Very difficult,Stressed
2017-0873,2017,29,Ontario,"74,000",21.0,No,No,No,No,No,Yes,Somewhat difficult,No,Somewhat manageable,Comfortable
2017-0874,2017,33,British Columbia,"121,300",17.5,N,No,No,No,No,Yes,Neither,No,Very manageable,Coping
2017-0875,2017,40,Alberta,"76,000",5.7,No,No,No,No,N,Yes,NA,Yes,Difficult,Coping
2017-0876,2017,51,Saskatchewan,"$130,300",18.7,No,No,N,yes,No,No,Manageable,No,Somewhat difficult,Comfortable
2017-0877,2017,22,Alberta,95000,10.0,N,Yes,No,No,No,No,Somewhat manageable,no,Difficult,Coping
2017-0878,2017,24,Alberta,"59,100",22.8,No,No,N,No,No,Yes,Somewhat manageable,no,Somewhat manageable,Coping
2017-0879,2017,18,Alberta,"$45,700",10.5,Yes,No,no,No,No,No,Neither,N,Manageable,Coping
2017-0880,2017,40,Saskatchewan,75K,18.5,no,No,Yes,No,No,N,Manageable,No,Somewhat manageable,Coping
2017-0881,2017,27,Ontario,57800,10.1,Yes,No,N,no,N,No,Somewhat manageable,No,Difficult,Coping
2017-0882,2017,35,Ontario,103100,11.3,No,No,No,No,No,Yes,Somewhat manageable,No,Somewhat manageable,Coping
2017-0883,2017,48,Yukon,"103,900",20.3,No,No,Yes,No,No,No,Very manageable,No,Somewhat manageable,Comfortable
2017-0884,2017,32,Alberta,80100,21.7,No,no,No,N,No,Yes,Manageable,No,Somewhat difficult,Coping
2017-0885,2017,43,Saskatchewan,"55,700",0.0,No,N,Yes,No,No,no,Somewhat difficult,N,Difficult,Stressed
2017-0886,2017,36,British Columbia,"50,000",6.1,No,No,No,Yes,No,No,Very manageable,No,Neither,Coping
2017-0887,2017,48,Ontario,"$161,300",2.3,No,No,No,Yes,No,No,Somewhat difficult,N,Somewhat difficult,Coping
2017-0888,2017,46,New Brunswick,88700,2.6,Yes,No,no,No,No,No,Somewhat difficult,Yes,Very manageable,Stressed
2017-0889,2017,32,Manitoba,"49,800",3.9,No,No,No,Yes,No,No,Neither,No,Somewhat difficult,Stressed
2017-0890,2017,38,Quebec,"124,900",4.3,No,No,N,no,Yes,no,Neither,no,Neither,Coping
2017-0891,2017,53,Alberta,113000,9.6,No,No,Yes,No,no,No,Neither,N,Somewhat manageable,Coping
2017-0892,2017,45,Yukon,"109,800",7.9,Yes,No,No,No,No,No,Manageable,no,Manageable,Comfortable
2017-0893,2017,23,Manitoba,"$55,400",2.9,No,No,No,No,No,Yes,Somewhat difficult,Yes,Very difficult,Stressed
2017-0894,2017,48,Ontario,"$87,400",14.0,No,No,Y,No,No,N,Somewhat manageable,No,Neither,Stressed
2017-0895,2017,27,Saskatchewan,"60,400",24.8,NA,NA,NA,NA,NA,NA,Manageable,Yes,Neither,Comfortable
2017-0896,2017,57,Alberta,69000,23.3,Yes,N,No,No,No,No,Somewhat manageable,N,Somewhat manageable,Comfortable
2017-0897,2017,52,Quebec,100400,3.0,N,No,Yes,N,N,N,Somewhat difficult,No,Neither,Stressed
2017-0898,2017,43,Ontario,"$98,400",0.3,N,No,Yes,No,No,No,Somewhat difficult,N,Neither,Stressed
2017-0899,2017,42,Ontario,"$143,500",2.3,No,no,No,No,No,Yes,Very difficult,Yes,Somewhat difficult,Stressed
2017-0900,2017,37,Alberta,83100,13.7,N,No,Yes,No,N,N,Somewhat manageable,No,Somewhat difficult,Coping
2017-0901,2017,48,Ontario,30000,19.2,N,No,No,No,No,Y,Somewhat manageable,N,Neither,Coping
2017-0902,2017,36,Ontario,76200,12.5,no,N,Y,No,No,No,Difficult,N,Somewhat difficult,Stressed
2017-0903,2017,43,Nova Scotia,171700,11.2,No,No,No,No,Yes,No,Somewhat difficult,Yes,Manageable,Stressed
2017-0904,2017,50,Alberta,126000,9.6,No,No,No,No,No,Yes,Somewhat manageable,yes,NA,Coping
2017-0905,2017,33,British Columbia,"$50,200",22.2,No,No,Y,No,N,No,Very manageable,NA,Very manageable,Comfortable
2017-0906,2017,33,Ontario,"$92,200",12.1,yes,No,No,No,No,No,Neither,Yes,Neither,Coping
2017-0907,2017,26,Alberta,42K,12.8,No,no,no,No,Yes,No,Somewhat difficult,no,Manageable,Coping
2017-0908,2017,27,Ontario,30000,18.2,NA,NA,NA,NA,NA,NA,Manageable,Y,Very difficult,Stressed
2017-0909,2017,18,Yukon,41500,0.0,NA,NA,NA,NA,NA,NA,Somewhat difficult,No,Difficult,Stressed
2017-0910,2017,49,Alberta,101200,6.8,no,Yes,No,No,No,No,Very difficult,no,Very difficult,Stressed
2017-0911,2017,62,AB,"$61,800",30.0,No,N,No,No,Yes,No,Very manageable,No,Difficult,Comfortable
2017-0912,2017,57,Ontario,"$76,000",11.7,No,Yes,N,No,No,No,Somewhat manageable,No,Very manageable,Comfortable
2017-0913,2017,20,Alberta,"55,300",17.5,No,Yes,No,No,N,No,Very manageable,No,Manageable,Comfortable
2017-0914,2017,49,Ontario,"$86,300",NA,No,no,No,No,No,Yes,Very manageable,no,Manageable,Comfortable
2017-0915,2017,57,Ontario,"$122,300",20.4,no,No,Yes,No,No,No,Very manageable,No,Manageable,Comfortable
2017-0916,2017,35,Ontario,"41,100",10.8,No,No,no,No,yes,N,Very manageable,no,Manageable,Comfortable
2017-0917,2017,41,Manitoba,108K,11.0,No,No,No,No,N,Yes,Difficult,No,Neither,Stressed
2017-0918,2017,18,Ontario,30000,11.3,No,No,Yes,No,No,No,Neither,No,Somewhat manageable,Stressed
2017-0919,2017,43,Ontario,"138,800",NA,no,No,no,No,No,Yes,Neither,No,Somewhat manageable,Coping
2017-0920,2017,27,BC,30000,8.8,No,No,Yes,No,no,No,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0921,2017,42,Ontario,"$55,200",8.4,Yes,No,No,No,No,No,Somewhat difficult,No,Difficult,Stressed
2017-0922,2017,21,QC,69000,15.7,NA,NA,NA,NA,NA,NA,Somewhat difficult,No,Very manageable,Comfortable
2017-0923,2017,47,ON,145400,12.0,NA,NA,NA,NA,NA,NA,Very difficult,No,Very difficult,Coping
2017-0924,2017,52,Ontario,"$112,500",26.9,No,N,Yes,No,No,No,Difficult,No,Neither,Coping
2017-0925,2017,31,British Columbia,"88,400",8.5,Yes,No,no,No,No,No,Difficult,N,Manageable,Stressed
2017-0926,2017,26,AB,64500,2.1,No,N,No,No,no,Yes,Difficult,No,Difficult,Stressed
2017-0927,2017,18,british columbia,"30,000",8.9,NA,NA,NA,NA,NA,NA,Somewhat manageable,Yes,Difficult,Stressed
2017-0928,2017,37,Alberta,65800,12.5,No,No,No,No,No,yes,Manageable,No,Somewhat manageable,Comfortable
2017-0929,2017,33,Yukon,38100,6.8,No,No,No,No,Y,No,Manageable,Yes,Neither,Coping
2017-0930,2017,21,British Columbia,NA,7.8,No,No,Yes,No,No,N,Manageable,No,Very manageable,Coping
2017-0931,2017,45,Ontario,"$104,600",5.8,No,no,N,No,Yes,No,Neither,Yes,Somewhat manageable,Stressed
2017-0932,2017,35,Alberta,"$43,800",19.6,No,no,No,no,No,Yes,Neither,No,NA,Coping
2017-0933,2017,27,British Columbia,"$75,100",17.5,No,N,no,No,No,Yes,Manageable,Yes,Very manageable,Coping
2017-0934,2017,33,New Brunswick,"$35,400",25.7,N,No,N,No,No,Yes,Very manageable,No,Manageable,Comfortable
2017-0935,2017,53,British Columbia,113400,14.3,N,No,Yes,N,No,No,Very manageable,No,Very manageable,Comfortable
2017-0936,2017,47,Ontario,"$80,800",5.3,No,Yes,no,No,No,No,Somewhat manageable,No,Difficult,Stressed
2017-0937,2017,38,Saskatchewan,"124,200",23.9,No,No,No,no,Y,No,Manageable,NA,Somewhat manageable,Comfortable
2017-0938,2017,47,quebec,105200,4.9,No,Yes,N,No,No,No,Somewhat difficult,Y,Very difficult,Stressed
2017-0939,2017,26,alberta,101100,20.1,Yes,No,No,No,No,No,Very manageable,No,Very difficult,Comfortable
2017-0940,2017,40,ON,"$62,300",10.2,No,No,N,Yes,N,No,Somewhat difficult,No,Neither,Stressed
2017-0941,2017,42,Alberta,"89,700",6.3,No,N,No,No,N,Yes,Neither,N,Difficult,Stressed
2017-0942,2017,34,Quebec,"46,600",23.6,No,No,No,No,No,Yes,Somewhat difficult,No,Manageable,Comfortable
2017-0943,2017,45,Ontario,"$80,100",16.0,No,No,No,no,No,yes,Very difficult,No,Neither,Stressed
2017-0944,2017,31,British Columbia,63600,13.0,No,N,No,No,No,Yes,Somewhat manageable,No,Very difficult,Coping
2017-0945,2017,46,Alberta,72200,21.1,No,No,No,No,No,Y,Difficult,No,Neither,Coping
2017-0946,2017,47,Alberta,59000,10.8,N,No,No,No,No,Yes,Manageable,N,Neither,Stressed
2017-0947,2017,18,British Columbia,30000,5.2,Yes,No,No,No,No,No,Very difficult,No,Manageable,Coping
2017-0948,2017,54,Quebec,35800,14.3,No,No,No,Yes,No,no,Very manageable,No,Neither,Comfortable
2017-0949,2017,18,Ontario,"$30,000",16.2,No,yes,No,No,No,No,Somewhat manageable,Y,Very manageable,Comfortable
2017-0950,2017,33,Saskatchewan,"93,300",8.9,yes,no,No,No,no,No,Very manageable,Yes,NA,Coping
2017-0951,2017,52,Alberta,55000,13.5,Yes,N,No,No,no,No,Neither,no,Somewhat manageable,Coping
2017-0952,2017,36,Ontario,38000,11.1,No,No,No,no,No,Yes,Very difficult,No,Somewhat difficult,Stressed
2017-0953,2017,22,British Columbia,111700,14.3,N,No,No,No,N,Y,Very difficult,No,NA,Stressed
2017-0954,2017,27,Ontario,"46,400",9.5,NA,NA,NA,NA,NA,NA,NA,No,Somewhat manageable,Stressed
2017-0955,2017,52,British Columbia,113K,18.9,NA,NA,NA,NA,NA,NA,Very manageable,No,Neither,Comfortable
2017-0956,2017,18,British Columbia,71300,7.4,No,N,No,No,No,Yes,Very manageable,No,Very manageable,Comfortable
2017-0957,2017,54,Ontario,NA,22.5,Yes,No,No,no,No,N,Manageable,no,Very manageable,Comfortable
2017-0958,2017,39,Alberta,"$37,800",14.2,N,No,no,No,No,Yes,Neither,no,Neither,Coping
2017-0959,2017,26,Ontario,"$57,100",15.1,No,No,No,No,no,Yes,Somewhat difficult,Yes,Somewhat manageable,Coping
2017-0960,2017,33,Ontario,"$30,000",26.6,No,No,N,No,No,Yes,Somewhat manageable,No,Neither,Coping
2017-0961,2017,28,Alberta,"140,400",21.4,N,Yes,No,No,N,No,Somewhat manageable,NA,Somewhat manageable,Coping
2017-0962,2017,50,quebec,52K,18.7,Yes,No,No,No,No,No,Neither,No,Manageable,Coping
2017-0964,2017,19,Ontario,30000,5.4,NA,NA,NA,NA,NA,NA,Somewhat manageable,No,Very difficult,Stressed
2017-0965,2017,35,Ontario,"$32,600",NA,No,No,Y,No,No,No,NA,NA,Somewhat manageable,Comfortable
