respondent_id,year,age,province,income,savings_pct,benefits_preference,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2017-0840,2017,46,New Brunswick,148700,14.4,Work-life balance,Manageable,Yes,Somewhat difficult,Coping
2017-0841,2017,40,Ontario,48500,0.2,More time off,Neither,No,Somewhat difficult,Stressed
2017-0842,2017,40,British Columbia,75100,12.8,More time off,Very manageable,No,Very manageable,Comfortable
2017-0843,2017,52,Ontario,104300,14.1,Better retirement funding,Very manageable,No,Neither,Coping
2017-0844,2017,18,Saskatchewan,105400,25.9,Educational funding,Neither,No,Somewhat difficult,Coping
2017-0845,2017,18,Ontario,37200,10.9,NA,Neither,No,Somewhat difficult,Stressed
2017-0846,2017,43,New Brunswick,75200,9.9,Better retirement funding,Manageable,Yes,Somewhat manageable,Comfortable
2017-0847,2017,40,Ontario,131500,0,Higher wages,Somewhat manageable,No,Somewhat manageable,Coping
2017-0848,2017,42,Nova Scotia,76800,18.4,Health benefits,Somewhat manageable,No,Neither,Coping
2017-0849,2017,34,Manitoba,97700,7.5,Health benefits,Neither,No,Somewhat difficult,Stressed
2017-0850,2017,48,Ontario,52700,30,More time off,Very manageable,No,Neither,Comfortable
2017-0851,2017,51,British Columbia,96400,3.6,Work-life balance,Difficult,No,Somewhat difficult,Stressed
2017-0852,2017,46,Alberta,44200,9.8,Work-life balance,Neither,Yes,Difficult,Stressed
2017-0853,2017,37,New Brunswick,48800,27.9,Work-life balance,Somewhat manageable,No,Very manageable,Comfortable
2017-0854,2017,18,Alberta,77200,18.9,Health benefits,Manageable,No,Manageable,Comfortable
2017-0855,2017,49,Manitoba,97000,5.9,Higher wages,Neither,No,Somewhat difficult,Stressed
2017-0856,2017,55,Ontario,97900,14.2,Better retirement funding,Manageable,No,Somewhat manageable,Coping
2017-0857,2017,48,Quebec,74500,17.3,Work-life balance,Neither,No,Very difficult,Coping
2017-0858,2017,29,Alberta,61900,21.9,Health benefits,Manageable,No,Somewhat manageable,Comfortable
2017-0859,2017,48,Ontario,106000,19.8,More time off,Neither,No,Neither,Coping
2017-0860,2017,50,Nova Scotia,129500,11.2,Better retirement funding,Somewhat difficult,Yes,Neither,Coping
2017-0861,2017,59,Alberta,34700,6,Work-life balance,Neither,Yes,Somewhat manageable,Coping
2017-0862,2017,29,British Columbia,43500,25.9,Work-life balance,Very manageable,No,Very manageable,Coping
2017-0863,2017,37,Alberta,85300,17.8,Work-life balance,Manageable,Yes,Somewhat manageable,Comfortable
2017-0864,2017,49,British Columbia,95500,10.6,Better retirement funding,Very manageable,No,Neither,Coping
2017-0865,2017,41,British Columbia,98600,7.7,NA,Difficult,Yes,Neither,Stressed
2017-0866,2017,27,Manitoba,73500,22.5,Health benefits,Very manageable,No,Neither,Comfortable
2017-0867,2017,45,Ontario,83400,19.3,Health benefits,Manageable,Yes,Somewhat difficult,Comfortable
2017-0868,2017,47,Alberta,79700,21.9,Health benefits,Very manageable,No,Very manageable,Comfortable
2017-0869,2017,41,Alberta,79100,7.8,Health benefits,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0870,2017,43,Alberta,124000,8.9,More time off,Neither,No,Manageable,Stressed
2017-0871,2017,37,Ontario,58500,0,Health benefits,Very manageable,Yes,Somewhat difficult,Coping
2017-0872,2017,58,British Columbia,110100,17.4,Health benefits,Somewhat difficult,Yes,Very difficult,Stressed
2017-0873,2017,29,Ontario,74000,21,Work-life balance,Somewhat difficult,No,Somewhat manageable,Comfortable
2017-0874,2017,33,British Columbia,121300,17.5,Work-life balance,Neither,No,Very manageable,Coping
2017-0875,2017,40,Alberta,76000,5.7,Work-life balance,Somewhat manageable,Yes,Difficult,Coping
2017-0876,2017,51,Saskatchewan,130300,18.7,Higher wages,Manageable,No,Somewhat difficult,Comfortable
2017-0877,2017,22,Alberta,95000,10,Educational funding,Somewhat manageable,No,Difficult,Coping
2017-0878,2017,24,Alberta,59100,22.8,Work-life balance,Somewhat manageable,No,Somewhat manageable,Coping
2017-0879,2017,18,Alberta,45700,10.5,Better retirement funding,Neither,No,Manageable,Coping
2017-0880,2017,40,Saskatchewan,75100,18.5,Health benefits,Manageable,No,Somewhat manageable,Coping
2017-0881,2017,27,Ontario,57800,10.1,Better retirement funding,Somewhat manageable,No,Difficult,Coping
2017-0882,2017,35,Ontario,103100,11.3,Work-life balance,Somewhat manageable,No,Somewhat manageable,Coping
2017-0883,2017,48,Yukon,103900,20.3,Health benefits,Very manageable,No,Somewhat manageable,Comfortable
2017-0884,2017,32,Alberta,80100,21.7,Work-life balance,Manageable,No,Somewhat difficult,Coping
2017-0885,2017,43,Saskatchewan,55700,0,Health benefits,Somewhat difficult,No,Difficult,Stressed
2017-0886,2017,36,British Columbia,50000,6.1,Higher wages,Very manageable,No,Neither,Coping
2017-0887,2017,48,Ontario,161300,2.3,Higher wages,Somewhat difficult,No,Somewhat difficult,Coping
2017-0888,2017,46,New Brunswick,88700,2.6,Better retirement funding,Somewhat difficult,Yes,Very manageable,Stressed
2017-0889,2017,32,Manitoba,49800,3.9,Higher wages,Neither,No,Somewhat difficult,Stressed
2017-0890,2017,38,Quebec,124900,4.3,More time off,Neither,No,Neither,Coping
2017-0891,2017,53,Alberta,113000,9.6,Health benefits,Neither,No,Somewhat manageable,Coping
2017-0892,2017,45,Yukon,109800,7.9,Better retirement funding,Manageable,No,Manageable,Comfortable
2017-0893,2017,23,Manitoba,55400,2.9,Work-life balance,Somewhat difficult,Yes,Very difficult,Stressed
2017-0894,2017,48,Ontario,87400,14,Health benefits,Somewhat manageable,No,Neither,Stressed
2017-0895,2017,27,Saskatchewan,60400,24.8,Better retirement funding,Manageable,Yes,Neither,Comfortable
2017-0896,2017,57,Alberta,69000,23.3,Better retirement funding,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0897,2017,52,Quebec,100400,3,Health benefits,Somewhat difficult,No,Neither,Stressed
2017-0898,2017,43,Ontario,98400,0.3,Health benefits,Somewhat difficult,No,Neither,Stressed
2017-0899,2017,42,Ontario,143500,2.3,Work-life balance,Very difficult,Yes,Somewhat difficult,Stressed
2017-0900,2017,37,Alberta,83100,13.7,Health benefits,Somewhat manageable,No,Somewhat difficult,Coping
2017-0901,2017,48,Ontario,30000,19.2,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0902,2017,36,Ontario,76200,12.5,Health benefits,Difficult,No,Somewhat difficult,Stressed
2017-0903,2017,43,Nova Scotia,171700,11.2,More time off,Somewhat difficult,Yes,Manageable,Stressed
2017-0904,2017,50,Alberta,126000,9.6,Work-life balance,Somewhat manageable,Yes,Neither,Coping
2017-0905,2017,33,British Columbia,50200,22.2,Health benefits,Very manageable,No,Very manageable,Comfortable
2017-0906,2017,33,Ontario,92200,12.1,Better retirement funding,Neither,Yes,Neither,Coping
2017-0907,2017,26,Alberta,41700,12.8,More time off,Somewhat difficult,No,Manageable,Coping
2017-0908,2017,27,Ontario,30000,18.2,NA,Manageable,Yes,Very difficult,Stressed
2017-0909,2017,18,Yukon,41500,0,NA,Somewhat difficult,No,Difficult,Stressed
2017-0910,2017,49,Alberta,101200,6.8,Educational funding,Very difficult,No,Very difficult,Stressed
2017-0911,2017,62,Alberta,61800,30,More time off,Very manageable,No,Difficult,Comfortable
2017-0912,2017,57,Ontario,76000,11.7,Educational funding,Somewhat manageable,No,Very manageable,Comfortable
2017-0913,2017,20,Alberta,55300,17.5,Educational funding,Very manageable,No,Manageable,Comfortable
2017-0914,2017,49,Ontario,86300,18.3,Work-life balance,Very manageable,No,Manageable,Comfortable
2017-0915,2017,57,Ontario,122300,20.4,Health benefits,Very manageable,No,Manageable,Comfortable
2017-0916,2017,35,Ontario,41100,10.8,More time off,Very manageable,No,Manageable,Comfortable
2017-0917,2017,41,Manitoba,107900,11,Work-life balance,Difficult,No,Neither,Stressed
2017-0918,2017,18,Ontario,30000,11.3,Health benefits,Neither,No,Somewhat manageable,Stressed
2017-0919,2017,43,Ontario,138800,17.1,Work-life balance,Neither,No,Somewhat manageable,Coping
2017-0920,2017,27,British Columbia,30000,8.8,Health benefits,Somewhat manageable,Yes,Somewhat manageable,Coping
2017-0921,2017,42,Ontario,55200,8.4,Better retirement funding,Somewhat difficult,No,Difficult,Stressed
2017-0922,2017,21,Quebec,69000,15.7,Health benefits,Somewhat difficult,No,Very manageable,Comfortable
2017-0923,2017,47,Ontario,145400,12,NA,Very difficult,No,Very difficult,Coping
2017-0924,2017,52,Ontario,112500,26.9,Health benefits,Difficult,No,Neither,Coping
2017-0925,2017,31,British Columbia,88400,8.5,Better retirement funding,Difficult,No,Manageable,Stressed
2017-0926,2017,26,Alberta,64500,2.1,Work-life balance,Difficult,No,Difficult,Stressed
2017-0927,2017,18,British Columbia,30000,8.9,NA,Somewhat manageable,Yes,Difficult,Stressed
2017-0928,2017,37,Alberta,65800,12.5,Work-life balance,Manageable,No,Somewhat manageable,Comfortable
2017-0929,2017,33,Yukon,38100,6.8,More time off,Manageable,Yes,Neither,Coping
2017-0930,2017,21,British Columbia,30000,7.8,Health benefits,Manageable,No,Very manageable,Coping
2017-0931,2017,45,Ontario,104600,5.8,More time off,Neither,Yes,Somewhat manageable,Stressed
2017-0932,2017,35,Alberta,43800,19.6,Work-life balance,Neither,No,Neither,Coping
2017-0933,2017,27,British Columbia,75100,17.5,Work-life balance,Manageable,Yes,Very manageable,Coping
2017-0934,2017,33,New Brunswick,35400,25.7,Work-life balance,Very manageable,No,Manageable,Comfortable
2017-0935,2017,53,British Columbia,113400,14.3,Health benefits,Very manageable,No,Very manageable,Comfortable
2017-0936,2017,47,Ontario,80800,5.3,Educational funding,Somewhat manageable,No,Difficult,Stressed
2017-0937,2017,38,Saskatchewan,124200,23.9,More time off,Manageable,No,Somewhat manageable,Comfortable
2017-0938,2017,47,Quebec,105200,4.9,Educational funding,Somewhat difficult,Yes,Very difficult,Stressed
2017-0939,2017,26,Alberta,101100,20.1,Better retirement funding,Very manageable,No,Very difficult,Comfortable
2017-0940,2017,40,Ontario,62300,10.2,Higher wages,Somewhat difficult,No,Neither,Stressed
2017-0941,2017,42,Alberta,89700,6.3,Work-life balance,Neither,No,Difficult,Stressed
2017-0942,2017,34,Quebec,46600,23.6,Work-life balance,Somewhat difficult,No,Manageable,Comfortable
2017-0943,2017,45,Ontario,80100,16,Work-life balance,Very difficult,No,Neither,Stressed
2017-0944,2017,31,British Columbia,63600,13,Work-life balance,Somewhat manageable,No,Very difficult,Coping
2017-0945,2017,46,Alberta,72200,21.1,Work-life balance,Difficult,No,Neither,Coping
2017-0946,2017,47,Alberta,59000,10.8,Work-life balance,Manageable,No,Neither,Stressed
2017-0947,2017,18,British Columbia,30000,5.2,Better retirement funding,Very difficult,No,Manageable,Coping
2017-0948,2017,54,Quebec,35800,14.3,Higher wages,Very manageable,No,Neither,Comfortable
2017-0949,2017,18,Ontario,30000,16.2,Educational funding,Somewhat manageable,Yes,Very manageable,Comfortable
2017-0950,2017,33,Saskatchewan,93300,8.9,Better retirement funding,Very manageable,Yes,Manageable,Coping
2017-0951,2017,52,Alberta,55000,13.5,Better retirement funding,Neither,No,Somewhat manageable,Coping
2017-0952,2017,36,Ontario,38000,11.1,Work-life balance,Very difficult,No,Somewhat difficult,Stressed
2017-0953,2017,22,British Columbia,111700,14.3,Work-life balance,Very difficult,No,Neither,Stressed
2017-0954,2017,27,Ontario,46400,9.5,NA,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0955,2017,52,British Columbia,112600,18.9,NA,Very manageable,No,Neither,Comfortable
2017-0956,2017,18,British Columbia,71300,7.4,Work-life balance,Very manageable,No,Very manageable,Comfortable
2017-0957,2017,54,Ontario,125900,22.5,Better retirement funding,Manageable,No,Very manageable,Comfortable
2017-0958,2017,39,Alberta,37800,14.2,Work-life balance,Neither,No,Neither,Coping
2017-0959,2017,26,Ontario,57100,15.1,Work-life balance,Somewhat difficult,Yes,Somewhat manageable,Coping
2017-0960,2017,33,Ontario,30000,26.6,Work-life balance,Somewhat manageable,No,Neither,Coping
2017-0961,2017,28,Alberta,140400,21.4,Educational funding,Somewhat manageable,No,Somewhat manageable,Coping
2017-0962,2017,50,Quebec,52200,18.7,Better retirement funding,Neither,No,Manageable,Coping
2017-0963,2017,49,Ontario,67100,3.2,Work-life balance,Somewhat difficult,No,Very difficult,Stressed
2017-0964,2017,19,Ontario,30000,5.4,Educational funding,Somewhat manageable,No,Very difficult,Stressed
2017-0965,2017,35,Ontario,32600,21.3,Health benefits,Very difficult,No,Somewhat manageable,Comfortable
2017-0966,2017,30,Ontario,110600,9.3,Higher wages,Somewhat difficult,No,Manageable,Coping
2017-0967,2017,56,Ontario,181700,25.5,Better retirement funding,Somewhat manageable,No,Somewhat manageable,Comfortable
2017-0968,2017,24,Quebec,46700,9.8,Better retirement funding,Difficult,No,Manageable,Stressed
2017-0969,2017,59,Ontario,73900,7.5,NA,Somewhat difficult,Yes,Neither,Coping
2017-0970,2017,40,British Columbia,30000,14,Work-life balance,Somewhat difficult,No,Difficult,Stressed
2017-0971,2017,26,Alberta,56700,8.5,Work-life balance,Difficult,No,Manageable,Stressed
2017-0972,2017,32,Ontario,63500,0,Health benefits,Neither,No,Neither,Stressed
2017-0973,2017,30,Alberta,50500,7.7,Educational funding,Somewhat manageable,Yes,Somewhat difficult,Stressed
2017-0974,2017,25,British Columbia,69100,24,Higher wages,Very manageable,No,Difficult,Comfortable
2017-0975,2017,41,Alberta,98400,19.8,Higher wages,Somewhat manageable,Yes,Difficult,Coping
2017-0976,2017,25,Ontario,72200,12,Better retirement funding,Somewhat difficult,No,Difficult,Coping
2017-0977,2017,18,Alberta,42500,19,Work-life balance,Difficult,No,Neither,Coping
2017-0978,2017,35,Ontario,44500,15.1,NA,Somewhat difficult,No,Somewhat manageable,Coping
2017-0979,2017,18,Ontario,72000,6.1,Higher wages,Very manageable,No,Somewhat difficult,Coping
2017-0980,2017,31,Ontario,71900,0.9,Health benefits,Manageable,Yes,Very difficult,Stressed
2017-0981,2017,29,British Columbia,95200,29.9,Health benefits,Manageable,No,Neither,Comfortable
2017-0982,2017,30,Ontario,93700,30,Better retirement funding,Manageable,No,Somewhat manageable,Comfortable
2017-0983,2017,64,Ontario,78300,15.9,Better retirement funding,Somewhat manageable,No,Very manageable,Coping
2017-0984,2017,41,Ontario,43500,23,Higher wages,Neither,No,Neither,Coping
2017-0985,2017,43,Ontario,66800,13.3,Higher wages,Manageable,No,Very difficult,Stressed
2017-0986,2017,19,British Columbia,30000,26.8,More time off,Somewhat manageable,No,Manageable,Comfortable
2017-0987,2017,32,Saskatchewan,95700,8.5,Work-life balance,Neither,No,Manageable,Coping
2017-0988,2017,43,Alberta,100000,16.7,Educational funding,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0989,2017,28,Ontario,100000,17.2,Better retirement funding,Somewhat difficult,No,Manageable,Coping
2017-0990,2017,51,Ontario,113400,19.3,Better retirement funding,Manageable,No,Very manageable,Comfortable
2017-0991,2017,26,British Columbia,70300,10,Educational funding,Manageable,No,Somewhat manageable,Coping
2017-0992,2017,37,Ontario,116500,23.8,More time off,Neither,No,Very manageable,Comfortable
2017-0993,2017,33,Alberta,88600,10.3,Work-life balance,Manageable,No,Difficult,Comfortable
2017-0994,2017,42,Ontario,90000,11.5,Work-life balance,Somewhat difficult,No,Somewhat manageable,Stressed
2017-0995,2017,32,Ontario,117400,15.3,More time off,Somewhat manageable,No,Very manageable,Comfortable
2017-0996,2017,37,Alberta,84000,16.2,Health benefits,Very difficult,Yes,Manageable,Coping
2017-0997,2017,37,Alberta,71400,10.9,Educational funding,Neither,No,Neither,Coping
2017-0998,2017,31,Ontario,46400,6.7,Health benefits,Very difficult,No,Somewhat manageable,Stressed
2017-0999,2017,46,British Columbia,115100,16.7,Health benefits,Manageable,No,Neither,Comfortable
2017-1000,2017,43,Quebec,126600,7.2,Work-life balance,Neither,Yes,Neither,Stressed
