respondent_id,year,age,province,income,savings_pct,benefits_preference,paycheque_delay_difficulty,debt_overwhelmed,emergency_fund_likelihood,financial_wellness_cluster
2022-0830,2022,51,Newfoundland and Labrador,30000,10.7,Work-life balance,Manageable,Yes,Very manageable,Comfortable
2022-0831,2022,18,Ontario,36200,6.9,Higher wages,Neither,Yes,Neither,Coping
2022-0832,2022,33,Ontario,66400,13.2,More time off,Very manageable,No,Very manageable,Comfortable
2022-0833,2022,40,Ontario,36300,12.1,Work-life balance,Difficult,No,Manageable,Coping
2022-0834,2022,31,Ontario,113900,16.8,Work-life balance,Very manageable,No,Difficult,Comfortable
2022-0835,2022,35,Alberta,71600,3.6,Better retirement funding,Very difficult,No,Very manageable,Stressed
2022-0836,2022,62,British Columbia,91200,4.2,More time off,Difficult,Yes,Somewhat difficult,Stressed
2022-0837,2022,53,Manitoba,93200,6.2,Work-life balance,Somewhat manageable,Yes,Manageable,Coping
2022-0838,2022,32,Ontario,95800,9.9,Work-life balance,Difficult,Yes,Somewhat manageable,Coping
2022-0839,2022,34,Ontario,84700,17.7,Work-life balance,Somewhat difficult,No,Somewhat manageable,Coping
2022-0840,2022,25,Ontario,32500,1.9,Work-life balance,Somewhat difficult,No,Somewhat difficult,Coping
2022-0841,2022,48,Ontario,108300,13.1,Work-life balance,Somewhat manageable,Yes,Very difficult,Coping
2022-0842,2022,37,Ontario,83000,27.7,Health benefits,Manageable,No,Neither,Comfortable
2022-0843,2022,18,Alberta,30000,9.9,More time off,Difficult,No,Somewhat manageable,Coping
2022-0844,2022,41,Ontario,77100,14.3,Work-life balance,Manageable,No,Very manageable,Comfortable
2022-0845,2022,45,Quebec,126500,10.6,Work-life balance,Difficult,No,Very difficult,Stressed
2022-0846,2022,52,Ontario,136600,5.1,Better retirement funding,Very manageable,No,Somewhat difficult,Coping
2022-0847,2022,39,Quebec,77000,17.8,Educational funding,Somewhat difficult,No,Manageable,Comfortable
2022-0848,2022,36,Yukon,117800,0.8,Health benefits,Somewhat difficult,No,Difficult,Stressed
2022-0849,2022,64,Manitoba,77000,0.0,Work-life balance,Neither,No,Difficult,Coping
2022-0850,2022,40,Ontario,42600,10.1,Work-life balance,Neither,Yes,Difficult,Coping
2022-0851,2022,49,Ontario,90900,3.4,Work-life balance,Very manageable,No,Neither,Coping
2022-0852,2022,34,Nova Scotia,155900,10.9,Educational funding,Somewhat difficult,No,Neither,Coping
2022-0853,2022,48,British Columbia,110200,11.6,Health benefits,Neither,Yes,Somewhat manageable,Stressed
2022-0854,2022,23,British Columbia,50700,30.0,Work-life balance,Manageable,No,Neither,Comfortable
2022-0855,2022,34,Alberta,158200,6.5,Health benefits,Somewhat difficult,No,Difficult,Stressed
2022-0856,2022,26,Ontario,54700,17.1,Better retirement funding,Neither,Yes,Somewhat manageable,Coping
2022-0857,2022,33,Alberta,191200,13.4,Health benefits,Somewhat difficult,Yes,Very manageable,Coping
2022-0858,2022,55,New Brunswick,86900,4.1,Work-life balance,Very difficult,No,Difficult,Stressed
2022-0859,2022,33,Ontario,30000,0.0,More time off,Very difficult,No,Somewhat manageable,Stressed
2022-0860,2022,49,New Brunswick,95200,29.4,Educational funding,Very manageable,Yes,Manageable,Comfortable
2022-0861,2022,58,Ontario,104500,4.7,Better retirement funding,Somewhat manageable,No,Manageable,Coping
2022-0862,2022,40,Northwest Territories and Nunavut,49600,12.9,NA,Difficult,No,Somewhat difficult,Stressed
2022-0863,2022,52,Alberta,238100,21.8,Health benefits,Manageable,No,Difficult,Comfortable
2022-0864,2022,46,Yukon,114900,5.1,Higher wages,Somewhat manageable,No,Difficult,Coping
2022-0865,2022,41,Ontario,114700,7.6,Educational funding,Difficult,Yes,Neither,Stressed
2022-0866,2022,49,Ontario,80400,23.8,Health benefits,Neither,Yes,Manageable,Coping
2022-0867,2022,62,Ontario,94100,20.2,Work-life balance,Somewhat manageable,No,Neither,Coping
2022-0868,2022,32,Alberta,129300,3.4,Work-life balance,Difficult,No,Very difficult,Stressed
2022-0869,2022,28,Ontario,30000,13.0,Higher wages,Manageable,No,Difficult,Comfortable
2022-0870,2022,28,British Columbia,30000,6.5,Work-life balance,Difficult,Yes,Somewhat difficult,Stressed
2022-0871,2022,52,Ontario,95600,5.2,Educational funding,Very difficult,No,Somewhat manageable,Stressed
2022-0872,2022,54,Alberta,178600,12.0,Work-life balance,Somewhat difficult,No,Somewhat difficult,Stressed
2022-0873,2022,34,Ontario,62300,23.2,Better retirement funding,Manageable,No,Manageable,Comfortable
2022-0874,2022,18,British Columbia,77800,0.8,Health benefits,Very manageable,No,Neither,Coping
2022-0875,2022,32,British Columbia,79400,21.2,Work-life balance,Neither,No,Very manageable,Comfortable
2022-0876,2022,47,Alberta,165300,5.1,Work-life balance,Neither,Yes,Somewhat manageable,Stressed
2022-0877,2022,39,Ontario,30000,18.3,Work-life balance,Very manageable,Yes,Somewhat difficult,Comfortable
2022-0878,2022,42,British Columbia,129800,12.5,Work-life balance,Somewhat manageable,No,Somewhat manageable,Coping
2022-0879,2022,34,Ontario,71100,18.2,Work-life balance,Very manageable,Yes,Manageable,Coping
2022-0880,2022,52,British Columbia,154200,10.9,More time off,Very manageable,Yes,Manageable,Stressed
2022-0881,2022,44,Ontario,55000,12.8,Health benefits,Very manageable,No,Somewhat manageable,Comfortable
2022-0882,2022,47,British Columbia,101700,5.7,More time off,Very manageable,Yes,Difficult,Stressed
2022-0883,2022,42,Saskatchewan,87900,8.3,Work-life balance,Somewhat manageable,No,Neither,Coping
2022-0884,2022,46,British Columbia,48900,0.9,Work-life balance,Neither,No,Somewhat manageable,Coping
2022-0885,2022,46,Alberta,35000,5.5,Work-life balance,Somewhat manageable,No,Difficult,Stressed
2022-0886,2022,29,British Columbia,44500,30.0,More time off,Very manageable,Yes,Very manageable,Comfortable
2022-0887,2022,44,Alberta,102500,6.0,Educational funding,Somewhat difficult,No,Somewhat difficult,Comfortable
2022-0888,2022,49,Ontario,65700,10.9,Health benefits,Somewhat difficult,No,Manageable,Coping
2022-0889,2022,54,British Columbia,94500,10.7,Work-life balance,Somewhat difficult,No,Neither,Coping
2022-0890,2022,45,Quebec,30000,12.7,Better retirement funding,Manageable,No,Very difficult,Coping
2022-0891,2022,28,Ontario,53500,5.2,Work-life balance,Somewhat difficult,No,Neither,Coping
2022-0892,2022,30,British Columbia,126200,0.0,Better retirement funding,Difficult,Yes,Somewhat difficult,Stressed
2022-0893,2022,35,Nova Scotia,117800,2.7,Higher wages,Neither,Yes,Manageable,Coping
2022-0894,2022,42,Alberta,88700,19.0,Work-life balance,Difficult,No,Neither,Coping
2022-0895,2022,39,Alberta,100700,5.1,Higher wages,Very manageable,No,Difficult,Coping
2022-0896,2022,27,British Columbia,30000,8.0,Work-life balance,Neither,No,Manageable,Coping
2022-0897,2022,26,Alberta,150200,16.5,Better retirement funding,Difficult,Yes,Somewhat difficult,Stressed
2022-0898,2022,18,Alberta,160400,12.9,More time off,Somewhat manageable,Yes,Neither,Comfortable
2022-0899,2022,18,Saskatchewan,65200,7.7,Work-life balance,Neither,No,Somewhat manageable,Stressed
2022-0900,2022,38,Ontario,216500,11.3,Work-life balance,Somewhat difficult,No,Very difficult,Stressed
2022-0901,2022,65,Quebec,93500,17.1,Better retirement funding,Neither,Yes,Difficult,Coping
2022-0902,2022,62,British Columbia,60400,3.0,Better retirement funding,Somewhat difficult,No,Neither,Coping
2022-0903,2022,28,Ontario,36500,2.4,Work-life balance,Somewhat manageable,Yes,Somewhat difficult,Stressed
2022-0904,2022,42,Manitoba,82000,12.8,NA,Somewhat manageable,Yes,Neither,Coping
2022-0905,2022,22,Alberta,178600,22.6,Work-life balance,Somewhat manageable,No,Manageable,Coping
2022-0906,2022,24,Ontario,51900,2.2,Work-life balance,Difficult,Yes,Difficult,Stressed
2022-0907,2022,26,Alberta,30000,14.5,More time off,Very manageable,No,Very manageable,Comfortable
2022-0908,2022,37,Manitoba,40600,13.5,More time off,Somewhat manageable,No,Very difficult,Coping
2022-0909,2022,38,Ontario,144000,14.7,Work-life balance,Neither,No,Difficult,Coping
2022-0910,2022,43,Ontario,144400,9.4,Work-life balance,Manageable,Yes,Difficult,Stressed
2022-0911,2022,48,Ontario,77700,5.9,Work-life balance,Manageable,No,Difficult,Coping
2022-0912,2022,36,British Columbia,30000,14.3,Work-life balance,Manageable,No,Somewhat manageable,Comfortable
2022-0913,2022,40,Alberta,33600,7.1,Work-life balance,Neither,No,Somewhat manageable,Stressed
2022-0914,2022,27,Yukon,156600,12.3,Educational funding,Difficult,No,Somewhat manageable,Stressed
2022-0915,2022,24,Alberta,100400,4.8,Health benefits,Somewhat difficult,No,Neither,Stressed
2022-0916,2022,22,British Columbia,66300,5.9,NA,Difficult,Yes,Very difficult,Stressed
2022-0917,2022,48,British Columbia,195400,10.8,More time off,Manageable,No,Very manageable,Comfortable
2022-0918,2022,36,Quebec,181900,22.2,Educational funding,Neither,No,Somewhat difficult,Coping
2022-0919,2022,18,Ontario,55200,11.9,More time off,Somewhat difficult,No,Somewhat manageable,Coping
2022-0920,2022,39,Nova Scotia,87600,25.5,Work-life balance,Very manageable,No,Manageable,Comfortable
2022-0921,2022,25,Saskatchewan,38400,18.2,Work-life balance,Neither,No,Somewhat difficult,Comfortable
2022-0922,2022,60,Alberta,105800,18.6,Work-life balance,Very manageable,No,Somewhat manageable,Comfortable
2022-0923,2022,33,Quebec,30000,2.0,Better retirement funding,Somewhat difficult,Yes,Manageable,Coping
2022-0924,2022,48,Alberta,30000,0.0,Higher wages,Very difficult,Yes,Somewhat difficult,Coping
2022-0925,2022,53,Manitoba,30000,12.3,Better retirement funding,Very difficult,No,Neither,Stressed
2022-0926,2022,29,Alberta,127700,11.5,Work-life balance,Neither,Yes,Very manageable,Coping
2022-0927,2022,41,Yukon,30000,12.2,Educational funding,Neither,Yes,Somewhat difficult,Coping
2022-0928,2022,47,Quebec,198000,0.0,Work-life balance,Difficult,Yes,Somewhat difficult,Stressed
2022-0929,2022,41,Ontario,55000,5.6,Work-life balance,Somewhat manageable,No,Neither,Coping
2022-0930,2022,44,British Columbia,182900,17.4,Work-life balance,Neither,No,Somewhat manageable,Coping
2022-0931,2022,24,British Columbia,47700,21.4,More time off,Difficult,Yes,Neither,Coping
2022-0932,2022,47,Nova Scotia,30000,2.9,Work-life balance,Difficult,No,Somewhat difficult,Stressed
2022-0933,2022,34,British Columbia,145200,15.0,Work-life balance,Difficult,No,Somewhat difficult,Coping
2022-0934,2022,44,Alberta,166100,12.1,Better retirement funding,Difficult,Yes,Very manageable,Coping
2022-0935,2022,51,Ontario,61200,10.3,Educational funding,Somewhat difficult,No,Manageable,Coping
2022-0936,2022,48,Ontario,85400,22.1,More time off,Somewhat manageable,No,Neither,Coping
2022-0937,2022,44,Quebec,50700,3.7,Health benefits,Somewhat difficult,No,Manageable,Stressed
2022-0938,2022,48,Ontario,96000,12.2,Work-life balance,Neither,No,Neither,Stressed
2022-0939,2022,48,British Columbia,107400,13.3,Health benefits,Somewhat manageable,No,Very manageable,Coping
2022-0940,2022,58,Ontario,99400,5.9,Work-life balance,Somewhat difficult,Yes,Difficult,Stressed
2022-0941,2022,40,Alberta,30000,19.2,Educational funding,Somewhat difficult,No,Somewhat difficult,Coping
2022-0942,2022,42,Ontario,64000,20.0,Work-life balance,Very difficult,No,Very manageable,Comfortable
2022-0943,2022,51,Ontario,141700,5.5,Better retirement funding,Somewhat difficult,No,Somewhat difficult,Stressed
2022-0944,2022,34,Alberta,70600,19.3,More time off,Somewhat difficult,No,Somewhat difficult,Coping
2022-0945,2022,24,British Columbia,49600,18.5,Health benefits,Somewhat difficult,Yes,Somewhat manageable,Coping
2022-0946,2022,46,Quebec,52500,18.2,Work-life balance,Very manageable,No,Neither,Coping
2022-0947,2022,38,Ontario,56500,0.0,Health benefits,Difficult,No,Difficult,Stressed
2022-0948,2022,26,Ontario,139400,8.2,Work-life balance,Very difficult,Yes,Somewhat difficult,Stressed
2022-0949,2022,46,Ontario,42000,19.5,Work-life balance,Very manageable,No,Neither,Comfortable
2022-0950,2022,57,Ontario,151500,5.8,NA,Difficult,No,Very difficult,Stressed
2022-0951,2022,20,Alberta,62400,14.7,Work-life balance,Neither,No,Somewhat difficult,Coping
2022-0952,2022,52,Ontario,120200,19.8,Higher wages,Somewhat difficult,No,Somewhat manageable,Comfortable
2022-0953,2022,18,Quebec,30000,9.4,Work-life balance,Difficult,No,Neither,Stressed
2022-0954,2022,35,Alberta,64900,9.4,Health benefits,Very manageable,No,Neither,Coping
2022-0955,2022,62,Alberta,122700,13.5,Higher wages,Somewhat difficult,Yes,Somewhat difficult,Stressed
2022-0956,2022,36,Ontario,58000,9.9,Higher wages,Somewhat difficult,No,Neither,Stressed
2022-0957,2022,41,Ontario,108100,14.3,Work-life balance,Somewhat difficult,No,Difficult,Coping
2022-0958,2022,49,Manitoba,126400,21.5,Better retirement funding,Somewhat manageable,No,Neither,Comfortable
2022-0959,2022,19,Ontario,167100,11.8,Higher wages,Somewhat difficult,Yes,Difficult,Stressed
2022-0960,2022,41,Ontario,105400,11.1,Work-life balance,Difficult,No,Neither,Stressed
2022-0961,2022,41,Ontario,30000,17.2,Higher wages,Neither,No,Somewhat difficult,Comfortable
2022-0962,2022,62,Alberta,181200,11.0,Better retirement funding,Somewhat difficult,Yes,Somewhat difficult,Stressed
2022-0963,2022,25,Alberta,57300,19.2,Higher wages,Very manageable,No,Somewhat manageable,Comfortable
2022-0964,2022,35,New Brunswick,183100,22.5,Work-life balance,Manageable,No,Manageable,Coping
2022-0965,2022,29,Quebec,147000,17.6,Educational funding,Manageable,No,Somewhat manageable,Coping
2022-0966,2022,28,Ontario,46700,13.6,Higher wages,Manageable,No,Very manageable,Comfortable
2022-0967,2022,54,British Columbia,147100,25.0,NA,Somewhat manageable,Yes,Somewhat manageable,Coping
2022-0968,2022,40,Quebec,60300,0.0,Work-life balance,Somewhat manageable,No,Difficult,Stressed
2022-0969,2022,33,Manitoba,79600,22.5,Better retirement funding,Difficult,No,Somewhat difficult,Comfortable
2022-0970,2022,34,Ontario,114800,13.1,More time off,Somewhat manageable,No,Difficult,Comfortable
2022-0971,2022,33,Alberta,135200,30.0,Better retirement funding,Neither,No,Neither,Comfortable
2022-0972,2022,34,Ontario,125800,12.5,Work-life balance,Very manageable,Yes,Difficult,Coping
2022-0973,2022,25,Ontario,71200,6.2,Higher wages,Very manageable,No,Somewhat difficult,Coping
2022-0974,2022,37,Ontario,209700,9.4,Higher wages,Manageable,No,Somewhat manageable,Coping
2022-0975,2022,36,British Columbia,65700,2.4,Health benefits,Difficult,Yes,Neither,Stressed
2022-0976,2022,31,New Brunswick,30000,9.2,More time off,Very manageable,No,Somewhat difficult,Coping
2022-0977,2022,42,Alberta,30000,9.0,Educational funding,Very difficult,No,Neither,Coping
2022-0978,2022,43,Saskatchewan,168200,6.5,Work-life balance,Somewhat difficult,No,Somewhat difficult,Coping
2022-0979,2022,33,Alberta,75700,12.6,More time off,Somewhat manageable,No,Neither,Coping
2022-0980,2022,38,Ontario,95000,13.3,More time off,Somewhat manageable,No,Neither,Coping
2022-0981,2022,65,Ontario,100400,5.0,Work-life balance,Manageable,No,Somewhat difficult,Coping
2022-0982,2022,65,Alberta,104900,1.1,Better retirement funding,Somewhat difficult,No,Somewhat difficult,Coping
2022-0983,2022,27,Manitoba,31100,20.2,Educational funding,Somewhat manageable,No,Very manageable,Comfortable
2022-0984,2022,29,Alberta,97100,14.2,Higher wages,Neither,Yes,Neither,Coping
2022-0985,2022,27,Ontario,65600,9.7,Work-life balance,Very difficult,No,Somewhat difficult,Stressed
2022-0986,2022,53,Yukon,131300,8.8,Better retirement funding,Neither,Yes,Very difficult,Stressed
2022-0987,2022,35,New Brunswick,99500,20.4,Work-life balance,Somewhat difficult,No,Difficult,Coping
2022-0988,2022,43,Yukon,73200,17.0,More time off,Somewhat difficult,Yes,Somewhat difficult,Coping
2022-0989,2022,64,Alberta,53100,30.0,Higher wages,Somewhat manageable,No,Very manageable,Comfortable
2022-0990,2022,40,Manitoba,30000,21.5,More time off,Somewhat difficult,No,Difficult,Stressed
2022-0991,2022,48,Quebec,253300,0.0,Better retirement funding,Neither,No,Difficult,Stressed
2022-0992,2022,46,Quebec,172900,0.0,Health benefits,Somewhat difficult,Yes,Very manageable,Coping
2022-0993,2022,33,British Columbia,146500,11.0,Work-life balance,Somewhat difficult,No,Neither,Coping
2022-0994,2022,53,Ontario,75800,21.5,Health benefits,Very manageable,Yes,Neither,Comfortable
2022-0995,2022,30,Quebec,75500,17.5,More time off,Manageable,No,Manageable,Comfortable
2022-0996,2022,56,Ontario,73200,15.2,NA,Neither,Yes,Neither,Coping
2022-0997,2022,33,Ontario,30000,16.1,Better retirement funding,Neither,No,Very manageable,Comfortable
2022-0998,2022,34,Alberta,51600,2.5,Higher wages,Very manageable,Yes,Very difficult,Stressed
2022-0999,2022,27,Alberta,136800,7.7,Higher wages,Somewhat manageable,No,Somewhat manageable,Coping
2022-1000,2022,29,Ontario,115500,16.6,Educational funding,Neither,No,Neither,Comfortable
